streak_id,member_id,streak_type,streak_start_date,streak_end_date,streak_length_days,break_reason,longest_streak_flag,is_streak_ongoing,is_length_outlier_iqr,is_length_outlier_zscore
STR-032282,MBR-003790,Gym-Attendance Streak,2022-12-02,2022-12-11,10,Illness,False,False,False,False
STR-002870,MBR-007654,Gym-Attendance Streak,2024-07-16,2024-07-25,10,Illness,False,False,False,False
STR-031674,MBR-000569,App-Log Streak,2025-05-19,2025-06-15,28,Work Pressure,True,False,False,False
STR-031511,MBR-003367,App-Log Streak,2024-06-25,2024-07-21,27,Injury,False,False,False,False
STR-026733,MBR-014877,App-Log Streak,2022-09-10,2022-09-10,1,Work Pressure,False,False,False,False
STR-015459,MBR-004426,App-Log Streak,2025-01-26,2025-05-19,114,Unknown,True,False,True,False
STR-002507,MBR-014352,Gym-Attendance Streak,2023-03-26,2023-03-31,6,Travel,False,False,False,False
STR-032329,MBR-008361,App-Log Streak,2025-05-23,2025-05-25,3,Unknown,True,False,False,False
STR-004113,MBR-004370,App-Log Streak,2021-11-24,2022-02-24,93,Unknown,False,False,True,False
STR-007533,MBR-016616,Gym-Attendance Streak,2024-12-18,2025-01-13,27,Motivation Loss,False,False,False,False
STR-024943,MBR-006068,Gym-Attendance Streak,2025-09-15,,16,Ongoing,True,True,False,False
STR-011027,MBR-016967,App-Log Streak,2021-05-01,2021-05-26,26,Work Pressure,True,False,False,False
STR-038404,MBR-010433,App-Log Streak,2023-10-06,2023-10-29,24,Unknown,False,False,False,False
STR-016775,MBR-003635,App-Log Streak,2023-06-19,2023-09-16,90,Unknown,False,False,True,False
STR-012578,MBR-003558,Gym-Attendance Streak,2024-11-03,2024-11-05,3,Unknown,False,False,False,False
STR-011102,MBR-006896,Gym-Attendance Streak,2021-09-09,2021-10-04,26,Unknown,False,False,False,False
STR-033274,MBR-000867,App-Log Streak,2024-04-03,2024-04-08,6,Travel,False,False,False,False
STR-013693,MBR-012999,Gym-Attendance Streak,2025-03-25,2025-04-03,10,Injury,False,False,False,False
STR-016794,MBR-013622,App-Log Streak,2024-04-12,2024-06-08,58,Travel,False,False,True,False
STR-022446,MBR-004892,App-Log Streak,2022-11-01,2022-11-11,11,Festival/Holiday,True,False,False,False
STR-025435,MBR-007392,Gym-Attendance Streak,2023-11-19,2023-11-25,7,Motivation Loss,True,False,False,False
STR-002728,MBR-002601,Gym-Attendance Streak,2021-11-08,2021-12-18,41,Unknown,False,False,False,False
STR-004022,MBR-007608,Gym-Attendance Streak,2025-02-03,2025-02-04,2,Travel,False,False,False,False
STR-022777,MBR-003346,Gym-Attendance Streak,2022-04-08,2022-04-18,11,Unknown,False,False,False,False
STR-030532,MBR-016776,App-Log Streak,2022-09-27,2022-09-30,4,Monsoon Disruption,False,False,False,False
STR-009143,MBR-001779,App-Log Streak,2024-09-27,2024-10-30,34,Unknown,True,False,False,False
STR-027490,MBR-016902,Gym-Attendance Streak,2022-04-08,2022-05-02,25,Unknown,False,False,False,False
STR-001976,MBR-016460,App-Log Streak,2022-11-04,2022-11-14,11,Unknown,True,False,False,False
STR-014141,MBR-011841,Gym-Attendance Streak,2024-12-05,2025-04-01,118,Unknown,True,False,True,False
STR-005188,MBR-011124,Gym-Attendance Streak,2023-03-22,2023-06-16,87,Unknown,False,False,True,False
STR-003263,MBR-013373,App-Log Streak,2024-02-25,2024-03-22,27,Travel,False,False,False,False
STR-007107,MBR-004665,App-Log Streak,2024-03-21,2024-04-10,21,Unknown,False,False,False,False
STR-013204,MBR-014329,Gym-Attendance Streak,2022-08-10,2022-08-18,9,Work Pressure,False,False,False,False
STR-004044,MBR-004247,Gym-Attendance Streak,2021-08-31,2021-09-11,12,Unknown,True,False,False,False
STR-037219,MBR-007236,Gym-Attendance Streak,2022-12-05,2023-01-17,44,Unknown,False,False,False,False
STR-025861,MBR-011555,App-Log Streak,2023-08-01,2023-08-02,2,Monsoon Disruption,False,False,False,False
STR-032963,MBR-006862,App-Log Streak,2024-08-04,2024-08-09,6,Injury,False,False,False,False
STR-027084,MBR-014101,App-Log Streak,2023-04-03,2023-05-23,51,Festival/Holiday,False,False,False,False
STR-002196,MBR-010416,App-Log Streak,2024-12-31,2025-01-10,11,Festival/Holiday,False,False,False,False
STR-018432,MBR-002774,Gym-Attendance Streak,2023-07-14,2023-07-26,13,Unknown,False,False,False,False
STR-000507,MBR-012632,Gym-Attendance Streak,2025-02-08,2025-02-16,9,Motivation Loss,False,False,False,False
STR-039897,MBR-000920,App-Log Streak,2025-08-09,,53,Ongoing,True,True,False,False
STR-006433,MBR-008232,Gym-Attendance Streak,2024-09-18,2024-09-30,13,Injury,True,False,False,False
STR-000422,MBR-001300,App-Log Streak,2022-07-30,2022-08-12,14,Work Pressure,True,False,False,False
STR-007183,MBR-001625,Gym-Attendance Streak,2021-03-17,2021-03-23,7,Motivation Loss,False,False,False,False
STR-000527,MBR-007906,App-Log Streak,2023-10-18,2023-11-01,15,Festival/Holiday,False,False,False,False
STR-034437,MBR-006168,Gym-Attendance Streak,2023-11-28,2023-12-02,5,Work Pressure,False,False,False,False
STR-026422,MBR-014554,App-Log Streak,2025-08-29,2025-08-31,3,Monsoon Disruption,False,False,False,False
STR-003977,MBR-014912,App-Log Streak,2023-02-08,2023-02-17,10,Motivation Loss,False,False,False,False
STR-014623,MBR-017252,App-Log Streak,2024-04-16,2024-05-19,34,Illness,False,False,False,False
STR-036589,MBR-005467,Gym-Attendance Streak,2024-02-14,2024-02-17,4,Unknown,False,False,False,False
STR-015406,MBR-015001,Gym-Attendance Streak,2021-12-10,2022-01-05,27,Illness,True,False,False,False
STR-012814,MBR-000314,Gym-Attendance Streak,2022-06-04,2022-06-26,23,Motivation Loss,True,False,False,False
STR-013578,MBR-001431,App-Log Streak,2023-06-16,2023-07-11,26,Unknown,False,False,False,False
STR-034902,MBR-001651,App-Log Streak,2022-08-29,2022-09-17,20,Monsoon Disruption,False,False,False,False
STR-001124,MBR-015157,Gym-Attendance Streak,2024-02-15,2024-02-27,13,Unknown,True,False,False,False
STR-029486,MBR-002799,Gym-Attendance Streak,2022-12-26,2022-12-28,3,Unknown,True,False,False,False
STR-005211,MBR-017322,App-Log Streak,2022-12-21,2023-01-05,16,Unknown,True,False,False,False
STR-037358,MBR-011796,App-Log Streak,2024-06-29,2024-07-01,3,Monsoon Disruption,False,False,False,False
STR-008100,MBR-001592,Gym-Attendance Streak,2022-05-16,2022-05-27,12,Unknown,False,False,False,False
STR-033214,MBR-004494,App-Log Streak,2022-06-03,2022-06-08,6,Injury,False,False,False,False
STR-020866,MBR-012586,Gym-Attendance Streak,2024-04-28,2024-05-06,9,Motivation Loss,True,False,False,False
STR-035470,MBR-003035,Gym-Attendance Streak,2024-12-13,2024-12-13,1,Unknown,True,False,False,False
STR-019134,MBR-015031,Gym-Attendance Streak,2022-06-01,2022-06-21,21,Work Pressure,False,False,False,False
STR-029235,MBR-017427,Gym-Attendance Streak,2023-10-13,2024-01-13,93,Festival/Holiday,True,False,True,False
STR-033847,MBR-006359,App-Log Streak,2021-06-19,2021-07-03,15,Motivation Loss,False,False,False,False
STR-004376,MBR-012757,App-Log Streak,2023-10-10,2023-10-21,12,Motivation Loss,False,False,False,False
STR-006691,MBR-007807,App-Log Streak,2023-04-24,2023-04-24,1,Unknown,False,False,False,False
STR-015693,MBR-011286,Gym-Attendance Streak,2023-05-23,2023-06-12,21,Unknown,False,False,False,False
STR-003060,MBR-001344,Gym-Attendance Streak,2021-05-26,2021-06-03,9,Motivation Loss,False,False,False,False
STR-015454,MBR-007532,Gym-Attendance Streak,2025-01-28,2025-03-20,52,Motivation Loss,True,False,False,False
STR-022584,MBR-015664,Gym-Attendance Streak,2024-04-12,2024-05-06,25,Illness,False,False,False,False
STR-003344,MBR-003655,Gym-Attendance Streak,2025-09-08,,23,Ongoing,False,True,False,False
STR-005996,MBR-011066,App-Log Streak,2023-02-25,2023-03-04,8,Festival/Holiday,False,False,False,False
STR-009287,MBR-014589,App-Log Streak,2025-03-10,2025-03-15,6,Festival/Holiday,False,False,False,False
STR-037469,MBR-005963,Gym-Attendance Streak,2024-07-02,2024-07-08,7,Injury,False,False,False,False
STR-000178,MBR-013846,App-Log Streak,2023-07-27,2023-08-01,6,Unknown,False,False,False,False
STR-010780,MBR-010455,Gym-Attendance Streak,2025-04-04,2025-04-10,7,Unknown,False,False,False,False
STR-019311,MBR-004073,App-Log Streak,2023-05-17,2023-05-23,7,Illness,False,False,False,False
STR-006023,MBR-005553,Gym-Attendance Streak,2023-05-13,2023-05-30,18,Work Pressure,False,False,False,False
STR-038695,MBR-015316,App-Log Streak,2025-03-16,2025-03-25,10,Unknown,False,False,False,False
STR-002550,MBR-013639,App-Log Streak,2024-02-13,2024-02-19,7,Unknown,False,False,False,False
STR-011426,MBR-006090,Gym-Attendance Streak,2025-02-20,2025-03-01,10,Unknown,False,False,False,False
STR-013722,MBR-007830,Gym-Attendance Streak,2023-08-20,2023-09-03,15,Festival/Holiday,False,False,False,False
STR-032338,MBR-015500,App-Log Streak,2022-04-12,2022-04-23,12,Illness,False,False,False,False
STR-033705,MBR-015478,App-Log Streak,2025-06-25,2025-06-29,5,Monsoon Disruption,False,False,False,False
STR-037803,MBR-000794,Gym-Attendance Streak,2025-08-02,,60,Ongoing,True,True,True,False
STR-024549,MBR-010980,Gym-Attendance Streak,2024-06-28,2024-07-04,7,Unknown,False,False,False,False
STR-026878,MBR-001295,Gym-Attendance Streak,2023-07-29,2023-08-11,14,Monsoon Disruption,False,False,False,False
STR-034164,MBR-016900,Gym-Attendance Streak,2021-05-17,2021-06-03,18,Motivation Loss,False,False,False,False
STR-020287,MBR-013347,Gym-Attendance Streak,2022-05-05,2022-05-22,18,Festival/Holiday,False,False,False,False
STR-003533,MBR-016277,Gym-Attendance Streak,2025-05-18,2025-05-29,12,Work Pressure,True,False,False,False
STR-015166,MBR-017428,Gym-Attendance Streak,2024-07-21,,437,Ongoing,True,True,True,True
STR-001885,MBR-002125,App-Log Streak,2024-02-29,2024-03-24,25,Unknown,False,False,False,False
STR-027474,MBR-002027,App-Log Streak,2024-11-02,2024-11-12,11,Unknown,False,False,False,False
STR-018403,MBR-012701,Gym-Attendance Streak,2023-11-01,2023-12-30,60,Unknown,False,False,True,False
STR-024266,MBR-011492,Gym-Attendance Streak,2021-08-29,2021-09-16,19,Unknown,False,False,False,False
STR-005875,MBR-016013,Gym-Attendance Streak,2025-07-28,2025-09-06,41,Unknown,False,False,False,False
STR-016328,MBR-011340,Gym-Attendance Streak,2024-03-13,2024-04-09,28,Work Pressure,True,False,False,False
STR-020547,MBR-012564,Gym-Attendance Streak,2024-02-28,2024-03-03,5,Unknown,False,False,False,False
STR-036845,MBR-004890,App-Log Streak,2024-01-17,2024-03-10,54,Unknown,False,False,False,False
STR-016384,MBR-014375,Gym-Attendance Streak,2024-01-10,2024-01-30,21,Motivation Loss,False,False,False,False
STR-005921,MBR-005629,Gym-Attendance Streak,2023-06-04,2023-06-06,3,Motivation Loss,False,False,False,False
STR-010328,MBR-009862,Gym-Attendance Streak,2022-01-05,2022-03-13,68,Unknown,True,False,True,False
STR-015517,MBR-014416,Gym-Attendance Streak,2023-11-13,2024-01-12,61,Unknown,False,False,True,False
STR-014477,MBR-010004,App-Log Streak,2021-09-26,2021-10-11,16,Unknown,True,False,False,False
STR-031216,MBR-005494,Gym-Attendance Streak,2023-12-31,2024-01-05,6,Illness,False,False,False,False
STR-012007,MBR-011757,Gym-Attendance Streak,2024-08-07,2024-09-11,36,Unknown,True,False,False,False
STR-025286,MBR-007028,Gym-Attendance Streak,2022-10-20,2022-10-29,10,Monsoon Disruption,False,False,False,False
STR-027480,MBR-002027,App-Log Streak,2025-09-11,2025-09-30,20,Travel,False,False,False,False
STR-018850,MBR-016976,App-Log Streak,2023-06-14,2023-07-01,18,Unknown,False,False,False,False
STR-001191,MBR-012080,App-Log Streak,2022-02-04,2022-02-17,14,Unknown,False,False,False,False
STR-013299,MBR-000340,App-Log Streak,2022-05-16,2022-07-07,53,Motivation Loss,True,False,False,False
STR-013370,MBR-009980,Gym-Attendance Streak,2023-10-23,2023-11-01,10,Festival/Holiday,False,False,False,False
STR-024958,MBR-003492,App-Log Streak,2023-03-12,2023-03-12,1,Unknown,False,False,False,False
STR-032276,MBR-001348,App-Log Streak,2022-09-15,2022-10-11,27,Festival/Holiday,True,False,False,False
STR-020482,MBR-006827,App-Log Streak,2025-03-10,2025-03-22,13,Unknown,False,False,False,False
STR-017070,MBR-009288,Gym-Attendance Streak,2022-07-16,2022-09-14,61,Motivation Loss,False,False,True,False
STR-006785,MBR-012885,App-Log Streak,2024-03-29,2024-04-19,22,Motivation Loss,False,False,False,False
STR-021556,MBR-008600,App-Log Streak,2023-03-10,,936,Ongoing,True,True,True,True
STR-033142,MBR-013134,App-Log Streak,2022-10-01,2023-01-13,105,Monsoon Disruption,True,False,True,False
STR-010076,MBR-000668,Gym-Attendance Streak,2024-02-28,2024-03-12,14,Festival/Holiday,False,False,False,False
STR-013495,MBR-001764,App-Log Streak,2025-05-30,2025-06-01,3,Work Pressure,False,False,False,False
STR-012223,MBR-005217,App-Log Streak,2022-10-04,2022-10-15,12,Festival/Holiday,True,False,False,False
STR-021219,MBR-005403,App-Log Streak,2025-04-17,2025-04-20,4,Motivation Loss,False,False,False,False
STR-000379,MBR-000247,Gym-Attendance Streak,2023-09-24,2023-09-26,3,Motivation Loss,False,False,False,False
STR-026050,MBR-013050,App-Log Streak,2022-10-18,2022-10-30,13,Unknown,False,False,False,False
STR-031493,MBR-002134,App-Log Streak,2021-05-11,2021-05-16,6,Unknown,False,False,False,False
STR-021883,MBR-011396,App-Log Streak,2024-05-23,2024-06-05,14,Unknown,False,False,False,False
STR-006041,MBR-012869,Gym-Attendance Streak,2025-05-01,2025-05-11,11,Injury,False,False,False,False
STR-022711,MBR-014285,App-Log Streak,2022-10-24,2022-11-15,23,Festival/Holiday,False,False,False,False
STR-024993,MBR-001310,App-Log Streak,2022-12-26,2023-01-06,12,Unknown,False,False,False,False
STR-032495,MBR-005574,Gym-Attendance Streak,2023-03-03,2023-03-08,6,Illness,False,False,False,False
STR-001728,MBR-004232,Gym-Attendance Streak,2023-02-18,2023-02-20,3,Unknown,False,False,False,False
STR-000656,MBR-009544,App-Log Streak,2023-04-19,2023-04-25,7,Travel,True,False,False,False
STR-002310,MBR-003937,Gym-Attendance Streak,2025-02-18,2025-02-19,2,Monsoon Disruption,False,False,False,False
STR-004214,MBR-004497,App-Log Streak,2022-04-14,2022-04-17,4,Unknown,False,False,False,False
STR-022906,MBR-012263,Gym-Attendance Streak,2023-06-05,2023-06-13,9,Unknown,False,False,False,False
STR-004064,MBR-007825,App-Log Streak,2021-07-10,2021-07-19,10,Unknown,True,False,False,False
STR-006714,MBR-013851,Gym-Attendance Streak,2024-12-30,2025-01-06,8,Motivation Loss,False,False,False,False
STR-000398,MBR-014981,Gym-Attendance Streak,2022-09-19,2022-09-28,10,Unknown,False,False,False,False
STR-017204,MBR-014820,App-Log Streak,2025-07-15,2025-08-02,19,Work Pressure,False,False,False,False
STR-039170,MBR-013213,Gym-Attendance Streak,2024-04-04,2024-05-03,30,Unknown,False,False,False,False
STR-003603,MBR-001283,Gym-Attendance Streak,2024-04-19,2024-05-02,14,Festival/Holiday,True,False,False,False
STR-038034,MBR-004428,Gym-Attendance Streak,2022-11-13,2022-12-05,23,Unknown,True,False,False,False
STR-027280,MBR-010301,Gym-Attendance Streak,2022-10-03,2022-10-08,6,Unknown,False,False,False,False
STR-017825,MBR-003528,App-Log Streak,2023-11-03,2023-11-06,4,Festival/Holiday,False,False,False,False
STR-008784,MBR-017496,Gym-Attendance Streak,2024-06-05,2024-06-08,4,Unknown,False,False,False,False
STR-037905,MBR-001481,App-Log Streak,2023-06-06,2023-11-18,166,Work Pressure,True,False,True,False
STR-000185,MBR-008929,Gym-Attendance Streak,2023-07-31,2023-09-02,34,Motivation Loss,True,False,False,False
STR-022011,MBR-012316,Gym-Attendance Streak,2024-08-04,2024-08-09,6,Unknown,False,False,False,False
STR-038352,MBR-006462,App-Log Streak,2023-05-21,2023-05-21,1,Motivation Loss,False,False,False,False
STR-024130,MBR-006105,App-Log Streak,2025-03-02,2025-03-13,12,Monsoon Disruption,False,False,False,False
STR-005500,MBR-008024,App-Log Streak,2023-08-19,2023-09-10,23,Unknown,False,False,False,False
STR-038971,MBR-008120,Gym-Attendance Streak,2022-03-08,2022-03-21,14,Illness,False,False,False,False
STR-006093,MBR-011906,Gym-Attendance Streak,2024-03-22,2024-04-16,26,Travel,False,False,False,False
STR-011970,MBR-007273,App-Log Streak,2024-03-30,2024-03-31,2,Injury,False,False,False,False
STR-035279,MBR-006965,App-Log Streak,2023-09-10,2023-10-12,33,Festival/Holiday,True,False,False,False
STR-002617,MBR-005719,Gym-Attendance Streak,2024-07-04,2024-07-13,10,Unknown,False,False,False,False
STR-013671,MBR-014672,App-Log Streak,2025-03-01,2025-03-03,3,Festival/Holiday,False,False,False,False
STR-011077,MBR-013722,Gym-Attendance Streak,2024-03-06,2024-03-09,4,Festival/Holiday,False,False,False,False
STR-003386,MBR-015153,Gym-Attendance Streak,2024-07-27,2024-07-30,4,Travel,False,False,False,False
STR-039310,MBR-009675,App-Log Streak,2023-02-02,2023-02-17,16,Travel,False,False,False,False
STR-028562,MBR-011332,App-Log Streak,2024-11-30,2024-12-25,26,Unknown,False,False,False,False
STR-030185,MBR-007592,Gym-Attendance Streak,2023-02-28,2023-03-27,28,Motivation Loss,False,False,False,False
STR-032645,MBR-013895,App-Log Streak,2022-04-12,2022-05-12,31,Festival/Holiday,True,False,False,False
STR-032020,MBR-002198,App-Log Streak,2023-08-04,2023-09-18,46,Monsoon Disruption,True,False,False,False
STR-037868,MBR-002434,Gym-Attendance Streak,2023-07-28,2023-07-31,4,Monsoon Disruption,True,False,False,False
STR-038879,MBR-016620,Gym-Attendance Streak,2025-08-24,2025-08-27,4,Unknown,False,False,False,False
STR-009029,MBR-016788,App-Log Streak,2024-07-01,2024-07-16,16,Injury,False,False,False,False
STR-033826,MBR-010063,Gym-Attendance Streak,2025-03-21,2025-03-29,9,Work Pressure,False,False,False,False
STR-007116,MBR-012651,App-Log Streak,2023-10-15,2023-10-29,15,Unknown,False,False,False,False
STR-035984,MBR-015223,App-Log Streak,2022-01-10,2022-01-29,20,Motivation Loss,True,False,False,False
STR-024187,MBR-010662,App-Log Streak,2022-05-29,2022-06-25,28,Unknown,False,False,False,False
STR-003440,MBR-013219,App-Log Streak,2024-06-30,2024-07-16,17,Monsoon Disruption,False,False,False,False
STR-007842,MBR-017083,Gym-Attendance Streak,2023-04-15,2023-04-22,8,Illness,False,False,False,False
STR-003490,MBR-014734,Gym-Attendance Streak,2024-01-06,2024-01-19,14,Unknown,False,False,False,False
STR-005233,MBR-003489,App-Log Streak,2023-07-06,2023-08-16,42,Illness,True,False,False,False
STR-027948,MBR-007162,Gym-Attendance Streak,2022-02-04,2022-02-05,2,Monsoon Disruption,False,False,False,False
STR-014410,MBR-010309,Gym-Attendance Streak,2021-01-29,2021-02-25,28,Unknown,True,False,False,False
STR-028846,MBR-013754,App-Log Streak,2023-11-18,2023-12-17,30,Injury,True,False,False,False
STR-034957,MBR-000472,Gym-Attendance Streak,2023-09-19,2023-10-30,42,Unknown,False,False,False,False
STR-024102,MBR-010177,Gym-Attendance Streak,2025-04-04,2025-04-08,5,Motivation Loss,False,False,False,False
STR-035170,MBR-015604,Gym-Attendance Streak,2022-03-26,2022-04-02,8,Illness,True,False,False,False
STR-019567,MBR-009267,Gym-Attendance Streak,2024-01-05,2024-05-03,120,Unknown,True,False,True,False
STR-000902,MBR-009044,App-Log Streak,2022-11-15,2022-11-17,3,Travel,False,False,False,False
STR-029934,MBR-007768,Gym-Attendance Streak,2022-08-22,2022-09-15,25,Illness,False,False,False,False
STR-032362,MBR-009446,App-Log Streak,2023-12-24,2024-01-05,13,Unknown,False,False,False,False
STR-025806,MBR-000650,Gym-Attendance Streak,2023-09-30,2023-10-17,18,Festival/Holiday,False,False,False,False
STR-010729,MBR-005618,App-Log Streak,2023-02-20,2023-03-04,13,Unknown,True,False,False,False
