checkin_id,member_id,branch_id,checkin_datetime,checkout_datetime,workout_type,trainer_id,duration_minutes,is_checkout_missing,day_of_week,checkin_hour,actual_duration_minutes,season_tag,is_duration_outlier
CHK-000180,MBR-004191,BR-038,2021-02-22 18:36:25,2021-02-22 19:54:25,Personal Training Session,TR-036,80,False,Monday,18,78.0,Winter,False
CHK-000181,MBR-014757,BR-034,2021-02-22 21:07:50,,Group Class,Self-Guided,88,True,Monday,21,,Winter,False
CHK-000182,MBR-012995,BR-021,2021-02-23 06:28:24,2021-02-23 07:19:24,Strength Training,Self-Guided,46,False,Tuesday,6,51.0,Winter,False
CHK-000183,MBR-010626,BR-038,2021-02-23 07:44:34,2021-02-23 08:44:34,Group Class,Self-Guided,63,False,Tuesday,7,60.0,Winter,False
CHK-000184,MBR-013105,BR-017,2021-02-23 15:52:06,2021-02-23 16:38:06,Personal Training Session,TR-014,41,False,Tuesday,15,46.0,Winter,False
CHK-000185,MBR-011812,BR-004,2021-02-23 19:18:33,2021-02-23 19:38:33,Strength Training,Self-Guided,21,False,Tuesday,19,20.0,Winter,False
CHK-000186,MBR-007423,BR-033,2021-02-23 20:26:32,2021-02-23 21:21:32,Group Class,Self-Guided,53,False,Tuesday,20,55.0,Winter,False
CHK-000187,MBR-005939,BR-003,2021-02-24 03:52:03,2021-02-24 05:12:03,Strength Training,Self-Guided,80,False,Wednesday,3,80.0,Winter,False
CHK-000188,MBR-011825,BR-020,2021-02-24 05:29:13,2021-02-24 06:22:13,Personal Training Session,TR-030,57,False,Wednesday,5,53.0,Winter,False
CHK-000189,MBR-014042,BR-017,2021-02-24 13:33:18,,Cardio,Self-Guided,64,True,Wednesday,13,,Winter,False
CHK-000190,MBR-015254,BR-018,2021-02-24 18:29:44,2021-02-24 19:54:44,Cardio,Self-Guided,84,False,Wednesday,18,85.0,Winter,False
CHK-000191,MBR-001874,BR-017,2021-02-25 06:54:55,2021-02-25 07:35:55,Strength Training,Self-Guided,37,False,Thursday,6,41.0,Winter,False
CHK-000192,MBR-001471,BR-029,2021-02-25 20:40:24,2021-02-25 21:54:24,Cardio,Self-Guided,70,False,Thursday,20,74.0,Winter,False
CHK-000193,MBR-004622,BR-038,2021-02-26 00:32:02,2021-02-26 01:56:02,Strength Training,Self-Guided,80,False,Friday,0,84.0,Winter,False
CHK-000194,MBR-010102,BR-037,2021-02-26 15:16:07,2021-02-26 16:27:07,Group Class,Self-Guided,66,False,Friday,15,71.0,Winter,False
CHK-000195,MBR-016941,BR-016,2021-02-26 16:10:08,,Group Class,Self-Guided,58,True,Friday,16,,Winter,False
CHK-000196,MBR-007632,BR-040,2021-02-26 16:15:25,2021-02-26 17:15:25,Strength Training,Self-Guided,63,False,Friday,16,60.0,Winter,False
CHK-000197,MBR-012957,BR-028,2021-02-26 17:47:50,,Cardio,Self-Guided,48,True,Friday,17,,Winter,False
CHK-000198,MBR-003906,BR-038,2021-02-26 19:05:14,2021-02-26 20:38:14,Cardio,Self-Guided,95,False,Friday,19,93.0,Winter,False
CHK-000199,MBR-009483,BR-024,2021-02-26 19:39:23,,Cardio,Self-Guided,75,True,Friday,19,,Winter,False
CHK-000200,MBR-008294,BR-033,2021-02-26 22:20:16,2021-02-26 23:26:16,Strength Training,Self-Guided,66,False,Friday,22,66.0,Winter,False
CHK-000201,MBR-007004,BR-039,2021-02-27 09:02:58,2021-02-27 10:10:58,Cardio,Self-Guided,70,False,Saturday,9,68.0,Winter,False
CHK-000202,MBR-006690,BR-027,2021-02-27 12:39:15,2021-02-27 13:47:15,Strength Training,Self-Guided,63,False,Saturday,12,68.0,Winter,False
CHK-000203,MBR-002963,BR-037,2021-02-27 13:43:00,2021-02-27 15:02:00,Strength Training,Self-Guided,83,False,Saturday,13,79.0,Winter,False
CHK-000204,MBR-005465,BR-024,2021-02-28 08:35:50,2021-02-28 10:15:50,Group Class,Self-Guided,100,False,Sunday,8,100.0,Winter,False
CHK-000205,MBR-015138,BR-034,2021-02-28 15:28:41,2021-02-28 16:39:41,Cardio,Self-Guided,71,False,Sunday,15,71.0,Winter,False
CHK-000206,MBR-007604,BR-023,2021-02-28 16:18:53,2021-02-28 16:40:53,Cardio,Self-Guided,25,False,Sunday,16,22.0,Winter,False
CHK-000207,MBR-000419,BR-015,2021-02-28 18:52:45,,Cardio,Self-Guided,71,True,Sunday,18,,Winter,False
CHK-000208,MBR-016939,BR-031,2021-03-01 00:55:58,,Strength Training,Self-Guided,54,True,Monday,0,,Summer,False
CHK-000209,MBR-015971,BR-031,2021-03-01 09:16:16,2021-03-01 09:54:16,Group Class,Self-Guided,38,False,Monday,9,38.0,Summer,False
CHK-000210,MBR-012953,BR-035,2021-03-01 12:56:15,2021-03-01 14:33:15,Cardio,Self-Guided,100,False,Monday,12,97.0,Summer,False
CHK-000211,MBR-006824,BR-029,2021-03-01 18:52:57,2021-03-01 20:15:57,Cardio,Self-Guided,79,False,Monday,18,83.0,Summer,False
CHK-000212,MBR-016941,BR-016,2021-03-01 20:00:47,2021-03-01 20:54:47,Group Class,Self-Guided,49,False,Monday,20,54.0,Summer,False
CHK-000213,MBR-014846,BR-004,2021-03-01 20:46:21,,Personal Training Session,TR-012,62,True,Monday,20,,Summer,False
CHK-000214,MBR-014829,BR-008,2021-03-02 13:46:33,2021-03-02 15:02:33,Strength Training,Self-Guided,73,False,Tuesday,13,76.0,Summer,False
CHK-000215,MBR-005562,BR-013,2021-03-02 20:40:32,2021-03-02 21:05:32,Group Class,Self-Guided,28,False,Tuesday,20,25.0,Summer,False
CHK-000216,MBR-014217,BR-028,2021-03-02 21:16:09,2021-03-02 22:20:09,Personal Training Session,TR-049,61,False,Tuesday,21,64.0,Summer,False
CHK-000217,MBR-005893,BR-031,2021-03-03 04:32:53,,Cardio,Self-Guided,68,True,Wednesday,4,,Summer,False
CHK-000218,MBR-002023,BR-017,2021-03-03 05:26:29,2021-03-03 06:19:29,Group Class,Self-Guided,53,False,Wednesday,5,53.0,Summer,False
CHK-000219,MBR-006681,BR-040,2021-03-03 12:47:29,2021-03-03 13:46:29,Cardio,Self-Guided,56,False,Wednesday,12,59.0,Summer,False
CHK-000220,MBR-010535,BR-023,2021-03-03 16:15:38,2021-03-03 17:21:38,Group Class,Self-Guided,66,False,Wednesday,16,66.0,Summer,False
CHK-000221,MBR-006522,BR-038,2021-03-04 14:20:28,2021-03-04 15:02:28,Cardio,Self-Guided,46,False,Thursday,14,42.0,Summer,False
CHK-000222,MBR-013896,BR-034,2021-03-04 16:20:43,2021-03-04 17:59:43,Cardio,Self-Guided,99,False,Thursday,16,99.0,Summer,False
CHK-000223,MBR-001445,BR-035,2021-03-04 21:22:18,2021-03-04 22:24:18,Personal Training Session,TR-026,65,False,Thursday,21,62.0,Summer,False
CHK-000224,MBR-000905,BR-033,2021-03-04 21:58:47,2021-03-04 23:12:47,Strength Training,Self-Guided,71,False,Thursday,21,74.0,Summer,False
CHK-000225,MBR-011672,BR-028,2021-03-05 06:50:43,2021-03-05 07:48:43,Strength Training,Self-Guided,62,False,Friday,6,58.0,Summer,False
CHK-000226,MBR-002023,BR-017,2021-03-05 07:46:03,2021-03-05 09:02:03,Group Class,Self-Guided,76,False,Friday,7,76.0,Summer,False
CHK-000227,MBR-016573,BR-020,2021-03-05 07:59:33,2021-03-05 08:57:33,Strength Training,Self-Guided,58,False,Friday,7,58.0,Summer,False
CHK-000228,MBR-007857,BR-033,2021-03-05 14:32:30,2021-03-05 15:50:30,Cardio,Self-Guided,82,False,Friday,14,78.0,Summer,False
CHK-000229,MBR-009038,BR-037,2021-03-05 15:35:59,2021-03-05 16:13:59,Group Class,Self-Guided,35,False,Friday,15,38.0,Summer,False
CHK-000230,MBR-010170,BR-022,2021-03-05 17:11:03,2021-03-05 18:07:03,Cardio,Self-Guided,51,False,Friday,17,56.0,Summer,False
CHK-000231,MBR-012333,BR-017,2021-03-05 19:16:09,2021-03-05 19:55:09,Cardio,Self-Guided,39,False,Friday,19,39.0,Summer,False
CHK-000232,MBR-015676,BR-017,2021-03-05 20:24:56,2021-03-05 21:26:56,Cardio,Self-Guided,58,False,Friday,20,62.0,Summer,False
CHK-000233,MBR-012995,BR-021,2021-03-05 21:23:12,,Strength Training,Self-Guided,94,True,Friday,21,,Summer,False
CHK-000234,MBR-004601,BR-035,2021-03-05 21:41:27,2021-03-05 22:13:27,Strength Training,Self-Guided,32,False,Friday,21,32.0,Summer,False
CHK-000235,MBR-006028,BR-038,2021-03-05 22:10:56,2021-03-05 22:56:56,Strength Training,Self-Guided,47,False,Friday,22,46.0,Summer,False
CHK-000236,MBR-004383,BR-005,2021-03-06 07:54:41,2021-03-06 08:49:41,Strength Training,Self-Guided,52,False,Saturday,7,55.0,Summer,False
CHK-000237,MBR-011116,BR-007,2021-03-06 10:41:30,2021-03-06 11:29:30,Group Class,Self-Guided,46,False,Saturday,10,48.0,Summer,False
CHK-000238,MBR-003181,BR-008,2021-03-06 18:33:02,2021-03-06 19:40:02,Cardio,Self-Guided,66,False,Saturday,18,67.0,Summer,False
CHK-000239,MBR-015627,BR-030,2021-03-06 19:44:08,2021-03-06 21:04:08,Cardio,Self-Guided,79,False,Saturday,19,80.0,Summer,False
CHK-000240,MBR-000905,BR-033,2021-03-06 20:02:06,,Strength Training,Self-Guided,60,True,Saturday,20,,Summer,False
CHK-000241,MBR-003198,BR-033,2021-03-07 11:11:34,2021-03-07 12:22:34,Cardio,Self-Guided,71,False,Sunday,11,71.0,Summer,False
CHK-000242,MBR-006362,BR-032,2021-03-07 18:14:00,2021-03-07 18:49:00,Cardio,Self-Guided,37,False,Sunday,18,35.0,Summer,False
CHK-000243,MBR-007857,BR-033,2021-03-07 18:52:26,2021-03-07 19:21:26,Group Class,Self-Guided,26,False,Sunday,18,29.0,Summer,False
CHK-000244,MBR-008829,BR-035,2021-03-07 22:15:17,2021-03-07 22:57:17,Cardio,Self-Guided,46,False,Sunday,22,42.0,Summer,False
CHK-000245,MBR-005464,BR-034,2021-03-08 05:09:43,2021-03-08 05:42:43,Cardio,Self-Guided,32,False,Monday,5,33.0,Summer,False
CHK-000246,MBR-013666,BR-018,2021-03-08 07:08:37,2021-03-08 07:43:37,Group Class,Self-Guided,39,False,Monday,7,35.0,Summer,False
CHK-000247,MBR-013160,BR-016,2021-03-08 11:06:30,2021-03-08 12:22:30,Group Class,Self-Guided,76,False,Monday,11,76.0,Summer,False
CHK-000248,MBR-007377,BR-031,2021-03-08 17:27:15,,Group Class,Self-Guided,57,True,Monday,17,,Summer,False
CHK-000249,MBR-009786,BR-031,2021-03-08 18:16:51,2021-03-08 19:23:51,Personal Training Session,TR-050,64,False,Monday,18,67.0,Summer,False
CHK-000250,MBR-006730,BR-004,2021-03-08 19:28:45,,Group Class,Self-Guided,62,True,Monday,19,,Summer,False
CHK-000251,MBR-000761,BR-011,2021-03-08 19:59:03,2021-03-08 20:44:03,Strength Training,Self-Guided,42,False,Monday,19,45.0,Summer,False
CHK-000252,MBR-014839,BR-027,2021-03-08 20:02:52,2021-03-08 20:52:52,Strength Training,Self-Guided,46,False,Monday,20,50.0,Summer,False
CHK-000253,MBR-001373,BR-008,2021-03-09 07:35:06,2021-03-09 08:56:06,Strength Training,Self-Guided,83,False,Tuesday,7,81.0,Summer,False
CHK-000254,MBR-011837,BR-015,2021-03-09 08:09:03,2021-03-09 08:53:03,Strength Training,Self-Guided,46,False,Tuesday,8,44.0,Summer,False
CHK-000255,MBR-013638,BR-027,2021-03-09 10:00:33,2021-03-09 11:47:33,Cardio,Self-Guided,102,False,Tuesday,10,107.0,Summer,False
CHK-000256,MBR-001767,BR-033,2021-03-09 12:43:30,2021-03-09 14:29:30,Cardio,Self-Guided,107,False,Tuesday,12,106.0,Summer,False
CHK-000257,MBR-006730,BR-004,2021-03-09 19:33:03,2021-03-09 20:44:03,Strength Training,Self-Guided,67,False,Tuesday,19,71.0,Summer,False
CHK-000258,MBR-010396,BR-036,2021-03-09 19:49:08,2021-03-09 20:55:08,Group Class,Self-Guided,69,False,Tuesday,19,66.0,Summer,False
CHK-000259,MBR-011641,BR-036,2021-03-09 20:19:45,2021-03-09 21:05:45,Strength Training,Self-Guided,46,False,Tuesday,20,46.0,Summer,False
CHK-000260,MBR-009449,BR-022,2021-03-09 20:42:42,2021-03-09 22:20:42,Cardio,Self-Guided,102,False,Tuesday,20,98.0,Summer,False
CHK-000261,MBR-013105,BR-017,2021-03-09 21:30:38,2021-03-09 22:35:38,Personal Training Session,TR-021,67,False,Tuesday,21,65.0,Summer,False
CHK-000262,MBR-000723,BR-033,2021-03-10 05:15:13,2021-03-10 06:52:13,Strength Training,Self-Guided,101,False,Wednesday,5,97.0,Summer,False
CHK-000263,MBR-002295,BR-005,2021-03-10 06:45:51,,Strength Training,Self-Guided,47,True,Wednesday,6,,Summer,False
CHK-000264,MBR-007841,BR-011,2021-03-10 17:15:03,,Cardio,Self-Guided,66,True,Wednesday,17,,Summer,False
CHK-000265,MBR-000434,BR-004,2021-03-10 18:45:32,2021-03-10 19:37:32,Strength Training,Self-Guided,52,False,Wednesday,18,52.0,Summer,False
CHK-000266,MBR-007497,BR-034,2021-03-10 22:54:09,2021-03-10 23:49:09,Group Class,Self-Guided,51,False,Wednesday,22,55.0,Summer,False
CHK-000267,MBR-014745,BR-032,2021-03-11 00:16:01,2021-03-11 01:37:01,Strength Training,Self-Guided,83,False,Thursday,0,81.0,Summer,False
CHK-000268,MBR-009922,BR-014,2021-03-11 05:38:25,2021-03-11 06:57:25,Personal Training Session,TR-035,75,False,Thursday,5,79.0,Summer,False
CHK-000269,MBR-013452,BR-015,2021-03-11 06:04:16,2021-03-11 06:41:16,Cardio,Self-Guided,41,False,Thursday,6,37.0,Summer,False
CHK-000270,MBR-009201,BR-031,2021-03-11 07:12:39,2021-03-11 08:22:39,Cardio,Self-Guided,67,False,Thursday,7,70.0,Summer,False
CHK-000271,MBR-003752,BR-017,2021-03-11 12:43:48,2021-03-11 14:07:48,Strength Training,Self-Guided,82,False,Thursday,12,84.0,Summer,False
CHK-000272,MBR-009006,BR-039,2021-03-11 14:13:39,2021-03-11 16:08:39,Group Class,Self-Guided,115,False,Thursday,14,115.0,Summer,False
CHK-000273,MBR-015597,BR-008,2021-03-11 17:04:00,2021-03-11 18:19:00,Group Class,Self-Guided,75,False,Thursday,17,75.0,Summer,False
CHK-000274,MBR-000042,BR-034,2021-03-11 18:30:41,,Cardio,Self-Guided,84,True,Thursday,18,,Summer,False
CHK-000275,MBR-015494,BR-026,2021-03-11 19:06:04,2021-03-11 20:02:04,Cardio,Self-Guided,60,False,Thursday,19,56.0,Summer,False
CHK-000276,MBR-011794,BR-004,2021-03-11 20:09:57,2021-03-11 21:14:57,Personal Training Session,TR-016,60,False,Thursday,20,65.0,Summer,False
CHK-000277,MBR-014377,BR-007,2021-03-11 21:19:52,2021-03-11 22:44:52,Strength Training,Self-Guided,84,False,Thursday,21,85.0,Summer,False
CHK-000278,MBR-000580,BR-017,2021-03-11 21:33:05,2021-03-11 23:02:05,Cardio,Self-Guided,86,False,Thursday,21,89.0,Summer,False
CHK-000279,MBR-014211,BR-028,2021-03-11 21:42:45,2021-03-11 22:34:45,Strength Training,Self-Guided,47,False,Thursday,21,52.0,Summer,False
CHK-000280,MBR-005754,BR-012,2021-03-12 08:51:18,2021-03-12 10:12:18,Strength Training,Self-Guided,80,False,Friday,8,81.0,Summer,False
CHK-000281,MBR-005935,BR-004,2021-03-12 11:24:34,2021-03-12 13:16:34,Cardio,Self-Guided,111,False,Friday,11,112.0,Summer,False
CHK-000282,MBR-007285,BR-028,2021-03-12 11:58:24,2021-03-12 12:51:24,Strength Training,Self-Guided,53,False,Friday,11,53.0,Summer,False
CHK-000283,MBR-005651,BR-016,2021-03-12 15:51:55,,Strength Training,Self-Guided,44,True,Friday,15,,Summer,False
CHK-000284,MBR-005401,BR-012,2021-03-12 17:04:37,2021-03-12 18:27:37,Cardio,Self-Guided,82,False,Friday,17,83.0,Summer,False
CHK-000285,MBR-008521,BR-034,2021-03-12 18:24:31,2021-03-12 19:44:31,Strength Training,Self-Guided,76,False,Friday,18,80.0,Summer,False
CHK-000286,MBR-006107,BR-020,2021-03-12 18:27:47,2021-03-12 19:35:47,Personal Training Session,TR-027,68,False,Friday,18,68.0,Summer,False
CHK-000287,MBR-013505,BR-007,2021-03-12 19:10:27,2021-03-12 20:39:27,Group Class,Self-Guided,91,False,Friday,19,89.0,Summer,False
CHK-000288,MBR-006038,BR-015,2021-03-12 19:52:47,2021-03-12 21:06:47,Cardio,Self-Guided,73,False,Friday,19,74.0,Summer,False
CHK-000289,MBR-003203,BR-020,2021-03-12 21:16:05,2021-03-12 22:08:05,Strength Training,Self-Guided,54,False,Friday,21,52.0,Summer,False
CHK-000290,MBR-014044,BR-035,2021-03-13 15:53:27,2021-03-13 16:34:27,Group Class,Self-Guided,39,False,Saturday,15,41.0,Summer,False
CHK-000291,MBR-006277,BR-029,2021-03-14 11:23:34,2021-03-14 12:38:34,Cardio,Self-Guided,78,False,Sunday,11,75.0,Summer,False
CHK-000292,MBR-016015,BR-030,2021-03-14 11:29:39,2021-03-14 12:57:39,Cardio,Self-Guided,91,False,Sunday,11,88.0,Summer,False
CHK-000293,MBR-013638,BR-027,2021-03-14 11:54:23,2021-03-14 12:54:23,Cardio,Self-Guided,60,False,Sunday,11,60.0,Summer,False
CHK-000294,MBR-001472,BR-014,2021-03-14 17:26:19,2021-03-14 18:24:19,Personal Training Session,TR-010,61,False,Sunday,17,58.0,Summer,False
CHK-000295,MBR-003060,BR-038,2021-03-14 18:45:03,2021-03-14 19:40:03,Personal Training Session,TR-031,54,False,Sunday,18,55.0,Summer,False
CHK-000296,MBR-016967,BR-033,2021-03-14 20:49:07,,Strength Training,Self-Guided,52,True,Sunday,20,,Summer,False
CHK-000297,MBR-007579,BR-039,2021-03-15 08:34:17,2021-03-15 09:18:17,Cardio,Self-Guided,41,False,Monday,8,44.0,Summer,False
CHK-000298,MBR-001326,BR-033,2021-03-15 18:03:21,,Group Class,Self-Guided,66,True,Monday,18,,Summer,False
CHK-000299,MBR-015110,BR-013,2021-03-15 19:01:10,2021-03-15 20:20:10,Personal Training Session,TR-013,78,False,Monday,19,79.0,Summer,False
CHK-000300,MBR-003677,BR-013,2021-03-15 19:25:20,2021-03-15 20:03:20,Group Class,Self-Guided,37,False,Monday,19,38.0,Summer,False
CHK-000301,MBR-015762,BR-019,2021-03-15 19:32:26,2021-03-15 20:20:26,Strength Training,Self-Guided,48,False,Monday,19,48.0,Summer,False
CHK-000302,MBR-001457,BR-004,2021-03-16 01:01:39,2021-03-16 01:37:39,Group Class,Self-Guided,31,False,Tuesday,1,36.0,Summer,False
CHK-000303,MBR-005893,BR-031,2021-03-16 06:38:36,,Cardio,Self-Guided,88,True,Tuesday,6,,Summer,False
CHK-000304,MBR-013226,BR-011,2021-03-16 06:46:14,2021-03-16 08:10:14,Cardio,Self-Guided,81,False,Tuesday,6,84.0,Summer,False
CHK-000305,MBR-014346,BR-033,2021-03-16 07:38:11,2021-03-16 08:56:11,Strength Training,Self-Guided,75,False,Tuesday,7,78.0,Summer,False
CHK-000306,MBR-012491,BR-036,2021-03-16 09:31:48,2021-03-16 10:37:48,Group Class,Self-Guided,63,False,Tuesday,9,66.0,Summer,False
CHK-000307,MBR-015631,BR-037,2021-03-16 17:06:56,2021-03-16 18:11:56,Cardio,Self-Guided,65,False,Tuesday,17,65.0,Summer,False
CHK-000308,MBR-010068,BR-013,2021-03-16 17:17:41,,Strength Training,Self-Guided,35,True,Tuesday,17,,Summer,False
CHK-000309,MBR-009449,BR-022,2021-03-16 18:28:46,,Strength Training,Self-Guided,67,True,Tuesday,18,,Summer,False
CHK-000310,MBR-002816,BR-018,2021-03-16 18:34:44,2021-03-16 19:48:44,Cardio,Self-Guided,75,False,Tuesday,18,74.0,Summer,False
CHK-000311,MBR-011825,BR-020,2021-03-16 20:32:20,2021-03-16 22:10:20,Group Class,Self-Guided,94,False,Tuesday,20,98.0,Summer,False
CHK-000312,MBR-013552,BR-016,2021-03-16 21:17:57,2021-03-16 22:09:57,Personal Training Session,TR-017,51,False,Tuesday,21,52.0,Summer,False
CHK-000313,MBR-013623,BR-038,2021-03-17 06:13:02,2021-03-17 07:24:02,Cardio,Self-Guided,74,False,Wednesday,6,71.0,Summer,False
CHK-000314,MBR-016736,BR-018,2021-03-17 06:47:31,2021-03-17 08:01:31,Cardio,Self-Guided,70,False,Wednesday,6,74.0,Summer,False
CHK-000315,MBR-017383,BR-038,2021-03-17 16:32:52,2021-03-17 17:11:52,Cardio,Self-Guided,35,False,Wednesday,16,39.0,Summer,False
CHK-000316,MBR-000718,BR-008,2021-03-17 19:30:26,2021-03-17 20:43:26,Group Class,Self-Guided,76,False,Wednesday,19,73.0,Summer,False
CHK-000317,MBR-007238,BR-037,2021-03-17 20:23:31,2021-03-17 21:22:31,Strength Training,Self-Guided,54,False,Wednesday,20,59.0,Summer,False
CHK-000318,MBR-005746,BR-016,2021-03-17 20:32:32,2021-03-17 22:11:32,Cardio,Self-Guided,97,False,Wednesday,20,99.0,Summer,False
CHK-000319,MBR-008973,BR-008,2021-03-17 21:00:12,2021-03-17 22:23:12,Personal Training Session,TR-003,82,False,Wednesday,21,83.0,Summer,False
CHK-000320,MBR-007485,BR-008,2021-03-17 21:14:48,2021-03-17 22:10:48,Strength Training,Self-Guided,58,False,Wednesday,21,56.0,Summer,False
CHK-000321,MBR-014724,BR-018,2021-03-18 23:45:41,2021-03-19 00:56:41,Cardio,Self-Guided,75,False,Thursday,23,71.0,Summer,False
CHK-000322,MBR-006362,BR-015,2021-03-19 06:42:00,2021-03-19 07:57:00,Cardio,Self-Guided,70,False,Friday,6,75.0,Summer,False
CHK-000323,MBR-014088,BR-038,2021-03-19 07:27:08,2021-03-19 09:00:08,Group Class,Self-Guided,88,False,Friday,7,93.0,Summer,False
CHK-000324,MBR-015026,BR-036,2021-03-19 08:09:47,2021-03-19 09:27:47,Group Class,Self-Guided,77,False,Friday,8,78.0,Summer,False
CHK-000325,MBR-001720,BR-026,2021-03-19 09:05:15,2021-03-19 09:38:15,Cardio,Self-Guided,32,False,Friday,9,33.0,Summer,False
CHK-000326,MBR-007157,BR-003,2021-03-19 10:44:22,2021-03-19 12:06:22,Cardio,Self-Guided,83,False,Friday,10,82.0,Summer,False
CHK-000327,MBR-005151,BR-016,2021-03-19 13:19:33,,Cardio,Self-Guided,62,True,Friday,13,,Summer,False
CHK-000328,MBR-004193,BR-013,2021-03-19 14:21:47,,Group Class,Self-Guided,53,True,Friday,14,,Summer,False
CHK-000329,MBR-000933,BR-018,2021-03-19 17:32:27,2021-03-19 18:03:27,Personal Training Session,TR-013,35,False,Friday,17,31.0,Summer,False
CHK-000330,MBR-001767,BR-033,2021-03-19 18:30:27,2021-03-19 18:56:27,Strength Training,Self-Guided,30,False,Friday,18,26.0,Summer,False
CHK-000331,MBR-003661,BR-020,2021-03-19 20:13:14,2021-03-19 20:47:14,Cardio,Self-Guided,35,False,Friday,20,34.0,Summer,False
CHK-000332,MBR-001767,BR-033,2021-03-19 20:36:06,2021-03-19 21:11:06,Strength Training,Self-Guided,36,False,Friday,20,35.0,Summer,False
CHK-000333,MBR-012889,BR-019,2021-03-19 20:49:51,2021-03-19 21:41:51,Cardio,Self-Guided,54,False,Friday,20,52.0,Summer,False
CHK-000334,MBR-005976,BR-038,2021-03-20 01:43:00,2021-03-20 02:24:00,Cardio,Self-Guided,38,False,Saturday,1,41.0,Summer,False
CHK-000335,MBR-009242,BR-026,2021-03-20 02:27:39,2021-03-20 03:34:39,Cardio,Self-Guided,69,False,Saturday,2,67.0,Summer,False
CHK-000336,MBR-000213,BR-021,2021-03-20 08:46:53,2021-03-20 09:49:53,Cardio,Self-Guided,65,False,Saturday,8,63.0,Summer,False
CHK-000337,MBR-007411,BR-017,2021-03-20 09:06:27,2021-03-20 10:01:27,Strength Training,Self-Guided,56,False,Saturday,9,55.0,Summer,False
CHK-000338,MBR-009594,BR-017,2021-03-20 12:48:30,2021-03-20 14:15:30,Cardio,Self-Guided,87,False,Saturday,12,87.0,Summer,False
CHK-000339,MBR-015660,BR-009,2021-03-21 18:28:26,2021-03-21 19:42:26,Cardio,Self-Guided,76,False,Sunday,18,74.0,Summer,False
CHK-000340,MBR-000685,BR-038,2021-03-21 19:33:47,2021-03-21 20:42:47,Strength Training,Self-Guided,64,False,Sunday,19,69.0,Summer,False
CHK-000341,MBR-009479,BR-008,2021-03-21 20:28:32,2021-03-21 21:22:32,Cardio,Self-Guided,58,False,Sunday,20,54.0,Summer,False
CHK-000342,MBR-006196,BR-031,2021-03-22 06:57:33,2021-03-22 07:50:33,Group Class,Self-Guided,57,False,Monday,6,53.0,Summer,False
CHK-000343,MBR-007130,BR-031,2021-03-22 10:38:08,2021-03-22 12:10:08,Group Class,Self-Guided,87,False,Monday,10,92.0,Summer,False
CHK-000344,MBR-012577,BR-017,2021-03-22 16:52:13,2021-03-22 18:43:13,Strength Training,Self-Guided,113,False,Monday,16,111.0,Summer,False
CHK-000345,MBR-013793,BR-018,2021-03-22 18:53:57,2021-03-22 20:08:57,Group Class,Self-Guided,70,False,Monday,18,75.0,Summer,False
CHK-000346,MBR-002247,BR-033,2021-03-22 19:34:10,,Strength Training,Self-Guided,43,True,Monday,19,,Summer,False
CHK-000347,MBR-017248,BR-037,2021-03-22 19:34:37,2021-03-22 20:22:37,Cardio,Self-Guided,45,False,Monday,19,48.0,Summer,False
CHK-000348,MBR-002247,BR-033,2021-03-22 19:38:10,,Strength Training,Self-Guided,43,True,Monday,19,,Summer,False
CHK-000349,MBR-011229,BR-017,2021-03-22 21:09:29,2021-03-22 22:27:29,Cardio,Self-Guided,77,False,Monday,21,78.0,Summer,False
