event_id,member_id,event_datetime,event_type,platform,session_duration_seconds,notification_engagement,event_day_of_week,event_hour,is_session_duration_outlier
APP-005187,MBR-007550,2024-02-28 06:11:53,Streak Viewed,Android,141,Not Applicable,Wednesday,6,False
APP-065988,MBR-011658,2024-09-09 04:55:35,Reminder Snoozed,Android,11,Ignored,Monday,4,False
APP-072006,MBR-015460,2025-02-03 23:29:59,Community/WhatsApp-style Group Post,Android,75,Not Applicable,Monday,23,False
APP-003762,MBR-011679,2025-08-06 06:20:08,App Opened–No Action,Android,9,Not Applicable,Wednesday,6,False
APP-094125,MBR-016111,2023-12-03 20:39:12,Workout Logged Manually,iOS,210,Not Applicable,Sunday,20,True
APP-067275,MBR-001586,2024-12-30 13:34:46,Workout Logged Manually,Android,93,Not Applicable,Monday,13,False
APP-042713,MBR-009939,2025-06-30 15:09:29,Diet Log Entry,Android,125,Not Applicable,Monday,15,False
APP-030846,MBR-000096,2023-12-22 19:52:45,Diet Log Entry,iOS,43,Not Applicable,Friday,19,False
APP-044340,MBR-012818,2024-05-26 18:03:41,Reminder Snoozed,Android,8,Opened,Sunday,18,False
APP-001361,MBR-002655,2025-06-30 22:17:46,App Opened–No Action,Android,9,Not Applicable,Monday,22,False
APP-065829,MBR-010519,2023-12-11 09:25:28,Workout Logged Manually,iOS,241,Not Applicable,Monday,9,True
APP-020126,MBR-004916,2025-05-28 10:38:02,App Opened–No Action,Android,3,Not Applicable,Wednesday,10,False
APP-093989,MBR-009620,2024-04-25 01:49:59,Workout Logged Manually,iOS,25,Not Applicable,Thursday,1,False
APP-038220,MBR-008837,2024-11-08 05:18:42,Workout Logged Manually,iOS,49,Not Applicable,Friday,5,False
APP-035869,MBR-002630,2024-03-28 12:51:08,Streak Viewed,Android,26,Not Applicable,Thursday,12,False
APP-058725,MBR-008620,2023-08-18 05:10:39,App Opened–No Action,Android,5,Not Applicable,Friday,5,False
APP-051903,MBR-003758,2023-01-07 08:42:37,Reminder Snoozed,Android,16,Opened,Saturday,8,False
APP-003711,MBR-015947,2022-01-22 22:01:02,Workout Logged Manually,Android,72,Not Applicable,Saturday,22,False
APP-075059,MBR-008191,2022-12-13 10:27:44,Diet Log Entry,Android,226,Not Applicable,Tuesday,10,True
APP-067098,MBR-002981,2022-10-12 10:54:47,Push Notification Opened,Android,22,Opened,Wednesday,10,False
APP-049431,MBR-017003,2025-10-02 06:06:28,Diet Log Entry,Android,183,Not Applicable,Thursday,6,True
APP-066414,MBR-012565,2024-03-23 21:03:36,Reminder Snoozed,Android,5,Opened,Saturday,21,False
APP-088891,MBR-003142,2024-03-29 17:28:29,Referral Sent,Android,33,Not Applicable,Friday,17,False
APP-045060,MBR-016799,2023-06-09 22:20:16,Push Notification Opened,Android,31,Opened,Friday,22,False
APP-076451,MBR-009663,2024-11-23 00:43:48,Push Notification Opened,Android,26,Not Applicable,Saturday,0,False
APP-066253,MBR-001627,2021-07-16 06:33:00,App Opened–No Action,Android,3,Not Applicable,Friday,6,False
APP-034219,MBR-001445,2022-07-03 14:36:34,Badge Earned,iOS,17,Not Applicable,Sunday,14,False
APP-011387,MBR-011848,2024-04-12 08:10:35,Workout Logged Manually,Android,87,Not Applicable,Friday,8,False
APP-092816,MBR-005051,2024-12-31 00:27:00,Community/WhatsApp-style Group Post,iOS,66,Not Applicable,Tuesday,0,False
APP-034987,MBR-012040,2025-09-20 21:23:47,Diet Log Entry,Android,136,Not Applicable,Saturday,21,False
APP-013306,MBR-008961,2025-06-16 10:15:12,App Opened–No Action,Android,9,Not Applicable,Monday,10,False
APP-077058,MBR-000872,2025-01-08 07:55:38,Referral Sent,Android,35,Not Applicable,Wednesday,7,False
APP-080547,MBR-012582,2024-08-30 18:30:47,Diet Log Entry,Android,73,Not Applicable,Friday,18,False
APP-059052,MBR-006853,2022-09-14 07:22:49,Push Notification Opened,Android,5,Opened,Wednesday,7,False
APP-058646,MBR-017018,2023-04-22 11:46:35,Community/WhatsApp-style Group Post,Android,37,Not Applicable,Saturday,11,False
APP-036520,MBR-014150,2025-08-09 22:25:26,App Opened–No Action,Android,24,Not Applicable,Saturday,22,False
APP-005138,MBR-006799,2023-12-02 11:28:57,Streak Viewed,Android,46,Not Applicable,Saturday,11,False
APP-080209,MBR-009383,2023-10-13 07:58:48,Diet Log Entry,Android,86,Not Applicable,Friday,7,False
APP-024058,MBR-011738,2025-01-15 07:47:26,Streak Viewed,Android,35,Not Applicable,Wednesday,7,False
APP-065849,MBR-006767,2022-12-15 21:05:39,Community/WhatsApp-style Group Post,Android,126,Not Applicable,Thursday,21,False
APP-002568,MBR-016771,2024-10-31 13:39:48,App Opened–No Action,Android,8,Not Applicable,Thursday,13,False
APP-094440,MBR-011137,2024-07-29 10:58:26,Community/WhatsApp-style Group Post,Android,89,Not Applicable,Monday,10,False
APP-044290,MBR-006710,2022-06-06 07:37:19,Workout Logged Manually,Android,47,Not Applicable,Monday,7,False
APP-085448,MBR-000044,2025-07-27 05:33:36,Workout Logged Manually,iOS,71,Not Applicable,Sunday,5,False
APP-034535,MBR-004075,2022-12-01 10:19:59,Community/WhatsApp-style Group Post,Android,53,Not Applicable,Thursday,10,False
APP-085066,MBR-016132,2024-01-01 21:52:41,Push Notification Opened,Android,36,Opened,Monday,21,False
APP-020985,MBR-010759,2023-12-09 06:03:35,Reminder Snoozed,Android,9,Opened,Saturday,6,False
APP-047145,MBR-001356,2023-12-06 10:28:47,Reminder Snoozed,Android,5,Opened,Wednesday,10,False
APP-067702,MBR-012387,2025-01-09 09:24:47,Badge Earned,iOS,24,Not Applicable,Thursday,9,False
APP-088730,MBR-007722,2023-10-08 07:15:29,Badge Earned,iOS,59,Not Applicable,Sunday,7,False
APP-043746,MBR-009151,2025-09-21 17:58:49,Workout Logged Manually,Android,101,Not Applicable,Sunday,17,False
APP-038088,MBR-005502,2025-04-05 18:10:08,Push Notification Opened,iOS,12,Dismissed,Saturday,18,False
APP-046000,MBR-009232,2025-03-02 07:26:00,App Opened–No Action,Android,7,Not Applicable,Sunday,7,False
APP-027649,MBR-016147,2025-01-26 07:15:50,Community/WhatsApp-style Group Post,iOS,65,Not Applicable,Sunday,7,False
APP-036280,MBR-009065,2025-04-01 07:48:32,Badge Earned,Android,46,Not Applicable,Tuesday,7,False
APP-087579,MBR-004035,2024-05-31 18:20:37,Diet Log Entry,iOS,45,Not Applicable,Friday,18,False
APP-009890,MBR-010108,2022-09-26 16:33:50,Push Notification Opened,Android,8,Opened,Monday,16,False
APP-006035,MBR-010364,2022-10-27 17:23:38,Push Notification Opened,Android,17,Opened,Thursday,17,False
APP-091313,MBR-005401,2023-08-12 21:06:49,Diet Log Entry,iOS,154,Not Applicable,Saturday,21,False
APP-009851,MBR-015590,2025-04-16 17:39:47,Diet Log Entry,Android,135,Not Applicable,Wednesday,17,False
APP-081273,MBR-010886,2024-05-12 12:54:14,App Opened–No Action,iOS,4,Not Applicable,Sunday,12,False
APP-045032,MBR-000679,2024-04-25 06:30:25,Workout Logged Manually,Android,63,Not Applicable,Thursday,6,False
APP-059421,MBR-005349,2025-01-20 07:19:43,Push Notification Opened,iOS,4,Ignored,Monday,7,False
APP-016269,MBR-003752,2023-09-16 18:47:48,Streak Viewed,Android,10,Not Applicable,Saturday,18,False
APP-051655,MBR-006328,2025-04-17 05:27:08,App Opened–No Action,iOS,34,Not Applicable,Thursday,5,False
APP-063186,MBR-015228,2023-12-04 15:41:40,Community/WhatsApp-style Group Post,Android,149,Not Applicable,Monday,15,False
APP-083244,MBR-015212,2024-01-17 09:33:23,Diet Log Entry,Android,60,Not Applicable,Wednesday,9,False
APP-046650,MBR-002685,2023-02-18 01:36:03,Streak Viewed,iOS,12,Not Applicable,Saturday,1,False
APP-062496,MBR-010490,2022-12-11 20:35:09,App Opened–No Action,Android,12,Not Applicable,Sunday,20,False
APP-013664,MBR-013401,2024-01-24 16:57:47,Push Notification Opened,Android,10,Ignored,Wednesday,16,False
APP-097802,MBR-000057,2024-12-18 20:13:52,Workout Logged Manually,Android,234,Not Applicable,Wednesday,20,True
APP-060827,MBR-008751,2024-11-22 09:07:09,App Opened–No Action,Android,5,Not Applicable,Friday,9,False
APP-055655,MBR-012006,2022-06-27 05:07:19,Diet Log Entry,iOS,117,Not Applicable,Monday,5,False
APP-090840,MBR-007471,2021-06-22 10:29:07,Community/WhatsApp-style Group Post,iOS,188,Not Applicable,Tuesday,10,True
APP-023215,MBR-002322,2022-04-27 06:14:09,Reminder Snoozed,Android,5,Opened,Wednesday,6,False
APP-082377,MBR-003820,2025-01-19 06:45:10,Workout Logged Manually,Android,62,Not Applicable,Sunday,6,False
APP-089091,MBR-000531,2023-12-31 19:44:14,Streak Viewed,iOS,13,Not Applicable,Sunday,19,False
APP-015222,MBR-006209,2024-12-26 20:02:58,Push Notification Opened,Android,5,Opened,Thursday,20,False
APP-064338,MBR-013993,2022-04-07 05:58:30,Community/WhatsApp-style Group Post,Android,83,Not Applicable,Thursday,5,False
APP-087985,MBR-015888,2024-08-29 18:10:06,Diet Log Entry,Android,97,Not Applicable,Thursday,18,False
APP-067546,MBR-003858,2024-05-06 05:58:02,Workout Logged Manually,Android,58,Not Applicable,Monday,5,False
APP-066911,MBR-009811,2025-03-26 20:29:20,Badge Earned,Android,26,Not Applicable,Wednesday,20,False
APP-050597,MBR-004464,2025-03-11 20:12:08,Streak Viewed,Android,42,Not Applicable,Tuesday,20,False
APP-016945,MBR-013180,2024-07-31 01:02:54,Reminder Snoozed,Android,7,Ignored,Wednesday,1,False
APP-093303,MBR-004146,2024-02-07 10:04:42,Diet Log Entry,Android,73,Not Applicable,Wednesday,10,False
APP-083201,MBR-007096,2023-08-13 10:19:37,Streak Viewed,Android,13,Not Applicable,Sunday,10,False
APP-042515,MBR-009746,2024-11-12 17:34:12,App Opened–No Action,Android,11,Not Applicable,Tuesday,17,False
APP-043269,MBR-015507,2024-10-14 15:41:24,Streak Viewed,Android,41,Not Applicable,Monday,15,False
APP-029074,MBR-006120,2024-12-19 05:22:44,Push Notification Opened,Android,9,Dismissed,Thursday,5,False
APP-050079,MBR-008877,2025-02-13 21:23:03,Diet Log Entry,Android,149,Not Applicable,Thursday,21,False
APP-086239,MBR-017090,2024-10-03 23:11:54,Push Notification Opened,Android,6,Ignored,Thursday,23,False
APP-075810,MBR-011571,2025-01-18 05:02:32,Diet Log Entry,Android,84,Not Applicable,Saturday,5,False
APP-001197,MBR-001185,2024-04-06 17:32:32,Streak Viewed,Android,76,Not Applicable,Saturday,17,False
APP-038948,MBR-009646,2024-10-18 20:45:42,App Opened–No Action,Android,13,Not Applicable,Friday,20,False
APP-027927,MBR-003457,2023-04-11 07:11:04,Workout Logged Manually,iOS,87,Dismissed,Tuesday,7,False
APP-009876,MBR-010108,2025-06-12 21:37:10,Community/WhatsApp-style Group Post,Android,109,Not Applicable,Thursday,21,False
APP-014913,MBR-009376,2025-06-15 19:07:34,Streak Viewed,iOS,20,Not Applicable,Sunday,19,False
APP-000167,MBR-003581,2024-03-19 23:54:29,Workout Logged Manually,Android,95,Not Applicable,Tuesday,23,False
APP-017950,MBR-008097,2024-11-25 09:11:03,Workout Logged Manually,Android,163,Not Applicable,Monday,9,True
APP-086507,MBR-012754,2023-05-25 17:50:34,Community/WhatsApp-style Group Post,iOS,151,Not Applicable,Thursday,17,False
APP-086426,MBR-015812,2021-05-12 18:08:37,Reminder Snoozed,iOS,89,Ignored,Wednesday,18,False
APP-016495,MBR-015027,2022-05-27 08:37:07,Workout Logged Manually,Android,47,Not Applicable,Friday,8,False
APP-015861,MBR-016230,2022-10-16 06:23:43,Workout Logged Manually,Android,97,Not Applicable,Sunday,6,False
APP-094160,MBR-011888,2024-12-29 10:52:01,Community/WhatsApp-style Group Post,Android,168,Not Applicable,Sunday,10,True
APP-071645,MBR-007316,2021-02-26 07:06:06,Workout Logged Manually,Android,61,Not Applicable,Friday,7,False
APP-013930,MBR-016400,2023-12-31 09:55:17,Diet Log Entry,Android,171,Not Applicable,Sunday,9,True
APP-020940,MBR-016116,2025-06-04 17:57:06,App Opened–No Action,Android,6,Not Applicable,Wednesday,17,False
APP-091902,MBR-012311,2025-06-01 19:11:08,Streak Viewed,Android,40,Not Applicable,Sunday,19,False
APP-063252,MBR-013712,2023-02-12 17:52:08,Badge Earned,Android,32,Not Applicable,Sunday,17,False
APP-033573,MBR-002479,2025-05-26 12:31:28,Workout Logged Manually,Android,157,Not Applicable,Monday,12,False
APP-063744,MBR-009682,2025-01-16 07:06:59,Community/WhatsApp-style Group Post,iOS,113,Ignored,Thursday,7,False
APP-009302,MBR-003861,2021-08-18 19:31:08,Badge Earned,Android,6,Not Applicable,Wednesday,19,False
APP-037337,MBR-005874,2022-01-16 09:35:21,Push Notification Opened,iOS,17,Ignored,Sunday,9,False
APP-081434,MBR-013492,2024-09-10 02:54:20,Reminder Snoozed,Android,4,Opened,Tuesday,2,False
APP-060910,MBR-003540,2025-01-03 21:11:10,Diet Log Entry,Android,69,Not Applicable,Friday,21,False
APP-058188,MBR-017153,2025-04-03 09:54:10,Community/WhatsApp-style Group Post,iOS,89,Not Applicable,Thursday,9,False
APP-092559,MBR-010586,2025-03-25 18:38:14,Streak Viewed,Android,26,Not Applicable,Tuesday,18,False
APP-017776,MBR-006835,2025-10-05 06:48:28,App Opened–No Action,Android,4,Not Applicable,Sunday,6,False
APP-012635,MBR-013354,2024-06-26 09:00:38,Push Notification Opened,Android,13,Dismissed,Wednesday,9,False
APP-083932,MBR-010704,2021-08-26 06:04:13,Streak Viewed,Android,40,Not Applicable,Thursday,6,False
APP-060574,MBR-004846,2024-09-03 11:03:37,App Opened–No Action,iOS,16,Not Applicable,Tuesday,11,False
APP-048490,MBR-004589,2023-01-26 18:18:08,App Opened–No Action,Android,7,Not Applicable,Thursday,18,False
APP-060841,MBR-006431,2025-04-22 01:44:44,Diet Log Entry,Android,155,Not Applicable,Tuesday,1,False
APP-049106,MBR-002355,2022-05-27 16:36:22,Diet Log Entry,Android,67,Not Applicable,Friday,16,False
APP-095687,MBR-005132,2023-01-22 07:00:02,Referral Sent,iOS,26,Not Applicable,Sunday,7,False
APP-076712,MBR-015758,2024-02-20 22:45:12,Push Notification Opened,Android,15,Opened,Tuesday,22,False
APP-085100,MBR-013628,2025-01-04 20:00:53,Badge Earned,Android,52,Not Applicable,Saturday,20,False
APP-033239,MBR-005246,2024-01-08 20:14:32,Streak Viewed,iOS,39,Not Applicable,Monday,20,False
APP-036295,MBR-007402,2025-05-25 17:25:57,App Opened–No Action,Android,8,Not Applicable,Sunday,17,False
APP-036260,MBR-010566,2025-07-21 17:51:29,Badge Earned,Android,35,Not Applicable,Monday,17,False
APP-023305,MBR-002695,2025-01-02 19:55:16,Community/WhatsApp-style Group Post,Android,108,Not Applicable,Thursday,19,False
APP-059063,MBR-006853,2021-09-30 00:00:00,Streak Viewed,Android,22,Not Applicable,Thursday,0,False
APP-062435,MBR-000217,2022-04-23 17:52:48,App Opened–No Action,Android,4,Not Applicable,Saturday,17,False
APP-010491,MBR-003649,2023-01-05 03:24:57,Workout Logged Manually,iOS,74,Not Applicable,Thursday,3,False
APP-063486,MBR-015757,2023-01-04 10:22:34,Push Notification Opened,Android,10,Dismissed,Wednesday,10,False
APP-054842,MBR-015890,2025-02-12 09:11:33,Streak Viewed,Android,46,Opened,Wednesday,9,False
APP-003202,MBR-004151,2025-04-03 07:43:31,Community/WhatsApp-style Group Post,iOS,70,Not Applicable,Thursday,7,False
APP-062773,MBR-013302,2024-03-22 09:15:41,Diet Log Entry,Android,118,Not Applicable,Friday,9,False
APP-084392,MBR-011625,2022-04-22 22:44:05,Badge Earned,iOS,35,Not Applicable,Friday,22,False
APP-051250,MBR-007240,2025-05-05 17:09:23,Workout Logged Manually,Android,55,Not Applicable,Monday,17,False
APP-088036,MBR-007007,2021-11-27 20:17:35,Badge Earned,Android,9,Not Applicable,Saturday,20,False
APP-006566,MBR-016083,2022-10-06 05:58:48,Workout Logged Manually,iOS,147,Not Applicable,Thursday,5,False
APP-060407,MBR-002943,2025-07-31 06:44:19,Workout Logged Manually,iOS,58,Not Applicable,Thursday,6,False
APP-055533,MBR-003151,2024-03-02 06:00:22,Reminder Snoozed,Android,9,Dismissed,Saturday,6,False
APP-022582,MBR-015557,2025-01-03 22:49:29,Diet Log Entry,Android,152,Not Applicable,Friday,22,False
APP-077329,MBR-007939,2022-03-31 08:16:36,App Opened–No Action,Android,6,Not Applicable,Thursday,8,False
APP-072612,MBR-002006,2024-01-13 09:10:21,Community/WhatsApp-style Group Post,Android,260,Not Applicable,Saturday,9,True
APP-000003,MBR-003327,2025-01-01 08:00:41,App Opened–No Action,Android,7,Not Applicable,Wednesday,8,False
APP-000938,MBR-010585,2025-06-03 17:07:42,Diet Log Entry,Android,105,Not Applicable,Tuesday,17,False
APP-015107,MBR-012759,2022-02-12 20:40:24,Community/WhatsApp-style Group Post,Android,196,Not Applicable,Saturday,20,True
APP-075890,MBR-010371,2023-03-02 17:40:57,Diet Log Entry,Android,91,Not Applicable,Thursday,17,False
APP-096176,MBR-004993,2025-10-01 13:28:54,Streak Viewed,Android,30,Not Applicable,Wednesday,13,False
APP-015732,MBR-008671,2024-04-17 07:35:40,Workout Logged Manually,Android,40,Not Applicable,Wednesday,7,False
APP-042710,MBR-009939,2024-06-23 20:26:48,Push Notification Opened,Android,6,Not Applicable,Sunday,20,False
APP-095413,MBR-009367,2023-11-25 22:09:50,Community/WhatsApp-style Group Post,Android,165,Not Applicable,Saturday,22,True
APP-046758,MBR-000885,2024-01-24 06:03:25,Push Notification Opened,Android,15,Opened,Wednesday,6,False
APP-041822,MBR-010703,2023-07-30 09:04:52,Badge Earned,iOS,27,Not Applicable,Sunday,9,False
APP-025637,MBR-006533,2024-05-16 08:15:22,Streak Viewed,Android,8,Not Applicable,Thursday,8,False
APP-014159,MBR-010403,2023-04-27 22:07:57,Workout Logged Manually,Android,39,Not Applicable,Thursday,22,False
APP-080092,MBR-000011,2022-11-01 10:35:30,Diet Log Entry,Android,158,Not Applicable,Tuesday,10,False
APP-060166,MBR-010781,2023-12-30 06:48:51,Workout Logged Manually,Android,54,Not Applicable,Saturday,6,False
APP-096088,MBR-005006,2025-06-24 19:34:43,App Opened–No Action,iOS,14,Not Applicable,Tuesday,19,False
APP-018529,MBR-013022,2024-09-10 15:14:54,Workout Logged Manually,Android,52,Not Applicable,Tuesday,15,False
APP-082337,MBR-007004,2025-08-06 17:55:29,Streak Viewed,Android,25,Not Applicable,Wednesday,17,False
APP-038722,MBR-006549,2022-12-31 09:51:28,Streak Viewed,Android,24,Not Applicable,Saturday,9,False
APP-074332,MBR-009006,2022-12-29 10:03:59,Diet Log Entry,Android,60,Not Applicable,Thursday,10,False
APP-021370,MBR-003086,2022-02-04 06:44:45,Workout Logged Manually,Android,132,Not Applicable,Friday,6,False
APP-066255,MBR-001627,2024-11-01 01:33:14,Community/WhatsApp-style Group Post,Android,112,Not Applicable,Friday,1,False
APP-059938,MBR-016988,2025-01-08 14:51:07,App Opened–No Action,Android,14,Not Applicable,Wednesday,14,False
APP-087828,MBR-000580,2022-01-25 08:09:47,Reminder Snoozed,Android,17,Opened,Tuesday,8,False
APP-026838,MBR-007119,2024-12-17 05:44:32,Streak Viewed,Android,32,Not Applicable,Tuesday,5,False
APP-020015,MBR-002318,2025-09-27 18:27:11,App Opened–No Action,Android,5,Not Applicable,Saturday,18,False
APP-037677,MBR-012423,2024-04-12 10:48:09,Streak Viewed,Android,43,Not Applicable,Friday,10,False
APP-033950,MBR-006755,2022-01-21 21:24:47,Streak Viewed,iOS,19,Not Applicable,Friday,21,False
APP-078838,MBR-001644,2025-09-04 00:00:00,Push Notification Opened,Android,7,Dismissed,Thursday,0,False
APP-053288,MBR-003582,2024-10-15 19:59:08,Reminder Snoozed,iOS,6,Ignored,Tuesday,19,False
APP-009212,MBR-005192,2022-12-10 18:26:43,Reminder Snoozed,Android,3,Opened,Saturday,18,False
APP-023593,MBR-003962,2023-01-01 10:41:19,Diet Log Entry,iOS,93,Not Applicable,Sunday,10,False
APP-062371,MBR-005235,2024-12-18 00:20:20,Push Notification Opened,Android,7,Ignored,Wednesday,0,False
APP-062715,MBR-014610,2025-05-30 06:37:09,Workout Logged Manually,Android,158,Not Applicable,Friday,6,False
APP-094669,MBR-004724,2025-05-22 18:44:28,Community/WhatsApp-style Group Post,Android,57,Not Applicable,Thursday,18,False
APP-044592,MBR-017329,2021-01-24 01:02:20,Diet Log Entry,Android,293,Not Applicable,Sunday,1,True
APP-018579,MBR-014508,2025-02-08 00:23:28,Diet Log Entry,Android,72,Not Applicable,Saturday,0,False
APP-097728,MBR-014957,2024-09-15 19:32:02,Streak Viewed,Android,48,Not Applicable,Sunday,19,False
APP-010223,MBR-014891,2025-10-05 07:04:27,Community/WhatsApp-style Group Post,Android,76,Not Applicable,Sunday,7,False
APP-064410,MBR-001072,2025-07-24 07:06:22,App Opened–No Action,Android,9,Not Applicable,Thursday,7,False
APP-064264,MBR-014870,2022-09-23 18:10:21,Streak Viewed,Android,40,Not Applicable,Friday,18,False
APP-056891,MBR-016118,2025-01-08 05:21:28,Reminder Snoozed,Android,8,Opened,Wednesday,5,False
APP-092553,MBR-000782,2024-08-08 19:12:34,Community/WhatsApp-style Group Post,Android,48,Not Applicable,Thursday,19,False
APP-035797,MBR-016625,2024-11-07 23:22:34,Push Notification Opened,Android,12,Ignored,Thursday,23,False
