checkin_id,member_id,branch_id,checkin_datetime,checkout_datetime,workout_type,trainer_id,duration_minutes
CHK-000265,MBR-000434,BR-004,2021-03-10 18:45:32,2021-03-10 19:37:32,Strength Training,,52
CHK-000266,MBR-007497,BR-034,2021-03-10 22:54:09,2021-03-10 23:49:09,Group Class,,51
CHK-000267,MBR-014745,BR-032,2021-03-11 00:16:01,2021-03-11 01:37:01,Strength Training,,83
CHK-000268,MBR-009922,BR-014,2021-03-11 05:38:25,2021-03-11 06:57:25,Personal Training Session,TR-035,75
CHK-000269,MBR-013452,BR-015,2021-03-11 06:04:16,2021-03-11 06:41:16,Cardio,,41
CHK-000270,MBR-009201,BR-031,2021-03-11 07:12:39,2021-03-11 08:22:39,Cardio,,67
CHK-000271,MBR-003752,BR-017,2021-03-11 12:43:48,2021-03-11 14:07:48,Strength Training,,82
CHK-000272,MBR-009006,BR-039,2021-03-11 14:13:39,2021-03-11 16:08:39,Group Class,,115
CHK-000273,MBR-015597,BR-008,2021-03-11 17:04:00,2021-03-11 18:19:00,Group Class,,75
CHK-000274,MBR-000042,BR-034,2021-03-11 18:30:41,,Cardio,,84
CHK-000275,MBR-015494,BR-026,2021-03-11 19:06:04,2021-03-11 20:02:04,Cardio,,60
CHK-000276,MBR-011794,BR-004,2021-03-11 20:09:57,2021-03-11 21:14:57,Personal Training Session,TR-016,60
CHK-000277,MBR-014377,BR-007,2021-03-11 21:19:52,2021-03-11 22:44:52,Strength Training,,84
CHK-000278,MBR-000580,BR-017,2021-03-11 21:33:05,2021-03-11 23:02:05,Cardio,,86
CHK-000279,MBR-014211,BR-028,2021-03-11 21:42:45,2021-03-11 22:34:45,Strength Training,,47
CHK-000280,MBR-005754,BR-012,2021-03-12 08:51:18,2021-03-12 10:12:18,Strength Training,,80
CHK-000281,MBR-005935,BR-004,2021-03-12 11:24:34,2021-03-12 13:16:34,Cardio,,111
CHK-000282,MBR-007285,BR-028,2021-03-12 11:58:24,2021-03-12 12:51:24,Strength Training,,53
CHK-000283,MBR-005651,BR-016,2021-03-12 15:51:55,,Strength Training,,44
CHK-000284,MBR-005401,BR-012,2021-03-12 17:04:37,2021-03-12 18:27:37,Cardio,,82
CHK-000285,MBR-008521,BR-034,2021-03-12 18:24:31,2021-03-12 19:44:31,Strength Training,,76
CHK-000286,MBR-006107,BR-020,2021-03-12 18:27:47,2021-03-12 19:35:47,Personal Training Session,TR-027,68
CHK-000287,MBR-013505,BR-007,2021-03-12 19:10:27,2021-03-12 20:39:27,Group Class,,91
CHK-000288,MBR-006038,BR-015,2021-03-12 19:52:47,2021-03-12 21:06:47,Cardio,,73
CHK-000289,MBR-003203,BR-020,2021-03-12 21:16:05,2021-03-12 22:08:05,Strength Training,,54
CHK-000290,MBR-014044,BR-035,2021-03-13 15:53:27,2021-03-13 16:34:27,Group Class,,39
CHK-000291,MBR-006277,BR-029,2021-03-14 11:23:34,2021-03-14 12:38:34,Cardio,,78
CHK-000292,MBR-016015,BR-030,2021-03-14 11:29:39,2021-03-14 12:57:39,Cardio,,91
CHK-000293,MBR-013638,BR-027,2021-03-14 11:54:23,2021-03-14 12:54:23,Cardio,,60
CHK-000294,MBR-001472,BR-014,2021-03-14 17:26:19,2021-03-14 18:24:19,Personal Training Session,TR-010,61
CHK-000295,MBR-003060,BR-038,2021-03-14 18:45:03,2021-03-14 19:40:03,Personal Training Session,TR-031,54
CHK-000296,MBR-016967,BR-033,2021-03-14 20:49:07,,Strength Training,,52
CHK-000297,MBR-007579,BR-039,2021-03-15 08:34:17,2021-03-15 09:18:17,Cardio,,41
CHK-000298,MBR-001326,BR-033,2021-03-15 18:03:21,,Group Class,,66
CHK-000299,MBR-015110,BR-013,2021-03-15 19:01:10,2021-03-15 20:20:10,Personal Training Session,TR-013,78
CHK-000300,MBR-003677,BR-013,2021-03-15 19:25:20,2021-03-15 20:03:20,Group Class,,37
CHK-000301,MBR-015762,BR-019,2021-03-15 19:32:26,2021-03-15 20:20:26,Strength Training,,48
CHK-000302,MBR-001457,BR-004,2021-03-16 01:01:39,2021-03-16 01:37:39,Group Class,,31
CHK-000303,MBR-005893,BR-031,2021-03-16 06:38:36,,Cardio,,88
CHK-000304,MBR-013226,BR-011,2021-03-16 06:46:14,2021-03-16 08:10:14,Cardio,,81
CHK-000305,MBR-014346,BR-033,2021-03-16 07:38:11,2021-03-16 08:56:11,Strength Training,,75
CHK-000306,MBR-012491,BR-036,2021-03-16 09:31:48,2021-03-16 10:37:48,Group Class,,63
CHK-000307,MBR-015631,BR-037,2021-03-16 17:06:56,2021-03-16 18:11:56,Cardio,,65
CHK-000308,MBR-010068,BR-013,2021-03-16 17:17:41,,Strength Training,,35
CHK-000309,MBR-009449,BR-022,2021-03-16 18:28:46,,Strength Training,,67
CHK-000310,MBR-002816,BR-018,2021-03-16 18:34:44,2021-03-16 19:48:44,Cardio,,75
CHK-000311,MBR-011825,BR-020,2021-03-16 20:32:20,2021-03-16 22:10:20,Group Class,,94
CHK-000312,MBR-013552,BR-016,2021-03-16 21:17:57,2021-03-16 22:09:57,Personal Training Session,TR-017,51
CHK-000313,MBR-013623,BR-038,2021-03-17 06:13:02,2021-03-17 07:24:02,Cardio,,74
CHK-000314,MBR-016736,BR-018,2021-03-17 06:47:31,2021-03-17 08:01:31,Cardio,,70
CHK-000315,MBR-017383,BR-038,2021-03-17 16:32:52,2021-03-17 17:11:52,Cardio,,35
CHK-000316,MBR-000718,BR-008,2021-03-17 19:30:26,2021-03-17 20:43:26,Group Class,,76
CHK-000317,MBR-007238,BR-037,2021-03-17 20:23:31,2021-03-17 21:22:31,Strength Training,,54
CHK-000318,MBR-005746,BR-016,2021-03-17 20:32:32,2021-03-17 22:11:32,Cardio,,97
CHK-000319,MBR-008973,BR-008,2021-03-17 21:00:12,2021-03-17 22:23:12,Personal Training Session,TR-003,82
CHK-000320,MBR-007485,BR-008,2021-03-17 21:14:48,2021-03-17 22:10:48,Strength Training,,58
CHK-000321,MBR-014724,BR-018,2021-03-18 23:45:41,2021-03-19 00:56:41,Cardio,,75
CHK-000322,MBR-006362,BR-015,2021-03-19 06:42:00,2021-03-19 07:57:00,Cardio,,70
CHK-000323,MBR-014088,BR-038,2021-03-19 07:27:08,2021-03-19 09:00:08,Group Class,,88
CHK-000324,MBR-015026,BR-036,2021-03-19 08:09:47,2021-03-19 09:27:47,Group Class,,77
CHK-000325,MBR-001720,BR-026,2021-03-19 09:05:15,2021-03-19 09:38:15,Cardio,,32
CHK-000326,MBR-007157,BR-003,2021-03-19 10:44:22,2021-03-19 12:06:22,Cardio,,83
CHK-000327,MBR-005151,BR-016,2021-03-19 13:19:33,,Cardio,,62
CHK-000328,MBR-004193,BR-013,2021-03-19 14:21:47,,Group Class,,53
CHK-000329,MBR-000933,BR-018,2021-03-19 17:32:27,2021-03-19 18:03:27,Personal Training Session,TR-013,35
CHK-000330,MBR-001767,BR-033,2021-03-19 18:30:27,2021-03-19 18:56:27,Strength Training,,30
CHK-000331,MBR-003661,BR-020,2021-03-19 20:13:14,2021-03-19 20:47:14,Cardio,,35
CHK-000332,MBR-001767,BR-033,2021-03-19 20:36:06,2021-03-19 21:11:06,Strength Training,,36
CHK-000333,MBR-012889,BR-019,2021-03-19 20:49:51,2021-03-19 21:41:51,Cardio,,54
CHK-000334,MBR-005976,BR-038,2021-03-20 01:43:00,2021-03-20 02:24:00,Cardio,,38
CHK-000335,MBR-009242,BR-026,2021-03-20 02:27:39,2021-03-20 03:34:39,Cardio,,69
CHK-000336,MBR-000213,BR-021,2021-03-20 08:46:53,2021-03-20 09:49:53,Cardio,,65
CHK-000337,MBR-007411,BR-017,2021-03-20 09:06:27,2021-03-20 10:01:27,Strength Training,,56
CHK-000338,MBR-009594,BR-017,2021-03-20 12:48:30,2021-03-20 14:15:30,Cardio,,87
CHK-000339,MBR-015660,BR-009,2021-03-21 18:28:26,2021-03-21 19:42:26,Cardio,,76
CHK-000340,MBR-000685,BR-038,2021-03-21 19:33:47,2021-03-21 20:42:47,Strength Training,,64
CHK-000341,MBR-009479,BR-008,2021-03-21 20:28:32,2021-03-21 21:22:32,Cardio,,58
CHK-000342,MBR-006196,BR-031,2021-03-22 06:57:33,2021-03-22 07:50:33,Group Class,,57
CHK-000343,MBR-007130,BR-031,2021-03-22 10:38:08,2021-03-22 12:10:08,Group Class,,87
CHK-000344,MBR-012577,BR-017,2021-03-22 16:52:13,2021-03-22 18:43:13,Strength Training,,113
CHK-000345,MBR-013793,BR-018,2021-03-22 18:53:57,2021-03-22 20:08:57,Group Class,,70
CHK-000346,MBR-002247,BR-033,2021-03-22 19:34:10,,Strength Training,,43
CHK-000347,MBR-017248,BR-037,2021-03-22 19:34:37,2021-03-22 20:22:37,Cardio,,45
CHK-000348,MBR-002247,BR-033,2021-03-22 19:38:10,,Strength Training,,43
CHK-000349,MBR-011229,BR-017,2021-03-22 21:09:29,2021-03-22 22:27:29,Cardio,,77
CHK-000350,MBR-013465,BR-018,2021-03-22 21:43:44,2021-03-22 23:18:44,Strength Training,,92
CHK-000351,MBR-005326,BR-028,2021-03-22 21:57:07,2021-03-22 22:38:07,Group Class,,43
CHK-000352,MBR-012491,BR-036,2021-03-23 06:53:24,2021-03-23 07:45:24,Cardio,,47
CHK-000353,MBR-015796,BR-008,2021-03-23 11:58:53,2021-03-23 13:32:53,Strength Training,,92
CHK-000354,MBR-002290,BR-033,2021-03-23 18:50:07,2021-03-23 19:31:07,Cardio,,39
CHK-000355,MBR-006467,BR-004,2021-03-23 21:44:04,2021-03-23 23:33:04,Strength Training,,112
CHK-000356,MBR-012423,BR-012,2021-03-24 07:04:57,2021-03-24 08:21:57,Cardio,,80
CHK-000357,MBR-009786,BR-031,2021-03-24 07:51:02,2021-03-24 08:58:02,Group Class,,71
CHK-000358,MBR-001471,BR-029,2021-03-24 11:37:00,2021-03-24 12:26:00,Cardio,,48
CHK-000359,MBR-010535,BR-023,2021-03-24 13:05:58,,Cardio,,39
CHK-000360,MBR-016900,BR-037,2021-03-24 16:16:25,2021-03-24 17:34:25,Group Class,,76
CHK-000361,MBR-007176,BR-029,2021-03-24 18:52:54,,Cardio,,47
CHK-000362,MBR-011367,BR-010,2021-03-24 19:45:28,2021-03-24 21:11:28,Group Class,,90
CHK-000363,MBR-000042,BR-034,2021-03-24 20:39:26,,Strength Training,,73
CHK-000364,MBR-015768,BR-037,2021-03-24 22:16:16,2021-03-24 23:11:16,Cardio,,52
CHK-000365,MBR-011116,BR-007,2021-03-25 18:40:28,2021-03-25 20:06:28,Cardio,,84
CHK-000366,MBR-005512,BR-038,2021-03-25 19:37:13,2021-03-25 21:24:13,Cardio,,106
CHK-000367,MBR-011210,BR-007,2021-03-25 19:44:16,2021-03-25 20:59:16,Cardio,,72
CHK-000368,MBR-008007,BR-026,2021-03-25 21:35:38,2021-03-25 23:08:38,Cardio,,90
CHK-000369,MBR-016556,BR-009,2021-03-25 21:38:38,2021-03-25 22:28:38,Personal Training Session,TR-019,50
CHK-000370,MBR-002295,BR-005,2021-03-26 00:03:28,2021-03-26 00:44:28,Cardio,,42
CHK-000371,MBR-001750,BR-039,2021-03-26 06:58:59,,Group Class,,59
CHK-000372,MBR-003613,BR-020,2021-03-26 07:03:28,2021-03-26 08:14:28,Strength Training,,67
CHK-000373,MBR-014512,BR-038,2021-03-26 08:15:28,2021-03-26 08:52:28,Personal Training Session,TR-010,40
CHK-000374,MBR-002796,BR-021,2021-03-26 08:24:37,2021-03-26 09:20:37,Cardio,,60
CHK-000375,MBR-014377,BR-007,2021-03-26 16:34:16,2021-03-26 17:25:16,Cardio,,48
CHK-000376,MBR-011367,BR-010,2021-03-26 19:22:40,2021-03-26 21:00:40,Group Class,,100
CHK-000377,MBR-008291,BR-017,2021-03-26 19:27:14,2021-03-26 20:01:14,Cardio,,37
CHK-000378,MBR-007495,BR-025,2021-03-26 19:51:05,2021-03-26 20:40:05,Strength Training,,46
CHK-000379,MBR-003340,BR-022,2021-03-26 21:05:46,2021-03-26 21:58:46,Cardio,,48
CHK-000380,MBR-005834,BR-031,2021-03-26 21:14:29,2021-03-26 22:07:29,Personal Training Session,TR-033,54
CHK-000381,MBR-011825,BR-020,2021-03-27 03:00:44,2021-03-27 04:15:44,Personal Training Session,TR-005,79
CHK-000382,MBR-003960,BR-039,2021-03-27 10:58:24,2021-03-27 11:32:24,Cardio,,36
CHK-000383,MBR-001669,BR-008,2021-03-27 16:03:52,,Personal Training Session,TR-021,56
CHK-000384,MBR-005600,BR-013,2021-03-27 20:52:19,2021-03-27 21:15:19,Group Class,,22
CHK-000385,MBR-011382,BR-010,2021-03-27 22:19:40,2021-03-27 23:38:40,Cardio,,83
CHK-000386,MBR-007157,BR-003,2021-03-28 09:37:20,2021-03-28 10:36:20,Strength Training,,62
CHK-000387,MBR-001207,BR-013,2021-03-28 10:52:43,2021-03-28 11:44:43,Strength Training,,54
CHK-000388,MBR-007176,BR-033,2021-03-28 15:35:01,2021-03-28 17:13:01,Strength Training,,102
CHK-000389,MBR-017441,BR-033,2021-03-28 20:18:18,2021-03-28 21:48:18,Group Class,,88
CHK-000390,MBR-016411,BR-037,2021-03-29 03:22:57,2021-03-29 05:16:57,Cardio,,112
CHK-000391,MBR-002778,BR-018,2021-03-29 05:36:25,2021-03-29 07:01:25,Group Class,,86
CHK-000392,MBR-008972,BR-021,2021-03-29 07:32:41,2021-03-29 08:41:41,Strength Training,,72
CHK-000393,MBR-007333,BR-017,2021-03-29 08:46:03,,Personal Training Session,TR-032,54
CHK-000394,MBR-015904,BR-020,2021-03-29 11:59:18,2021-03-29 12:55:18,Personal Training Session,TR-006,53
CHK-000395,MBR-015725,BR-033,2021-03-29 13:50:55,2021-03-29 15:04:55,Group Class,,74
CHK-000396,MBR-016239,BR-026,2021-03-29 18:27:52,2021-03-29 19:22:52,Group Class,,54
CHK-000397,MBR-011176,BR-010,2021-03-29 20:47:08,2021-03-29 21:52:08,Strength Training,,69
CHK-000398,MBR-010102,BR-037,2021-03-29 20:56:11,2021-03-29 22:05:11,Group Class,,73
CHK-000399,MBR-012653,BR-030,2021-03-30 06:08:02,2021-03-30 07:10:02,Strength Training,,57
CHK-000400,MBR-000021,BR-036,2021-03-30 08:49:20,2021-03-30 10:07:20,Strength Training,,80
CHK-000401,MBR-009024,BR-011,2021-03-30 10:47:32,2021-03-30 12:30:32,Cardio,,105
CHK-000402,MBR-014345,BR-028,2021-03-30 18:28:48,2021-03-30 18:54:48,Group Class,,27
CHK-000403,MBR-007010,BR-014,2021-03-30 19:18:23,2021-03-30 20:00:23,Strength Training,,43
CHK-000404,MBR-000853,BR-037,2021-03-30 20:01:08,2021-03-30 21:10:08,Strength Training,,67
CHK-000405,MBR-015009,BR-024,2021-03-30 20:07:49,2021-03-30 21:28:49,Cardio,,83
CHK-000406,MBR-017329,BR-033,2021-03-30 21:57:37,2021-03-30 22:36:37,Personal Training Session,TR-045,43
CHK-000407,MBR-009791,BR-004,2021-03-31 01:59:16,2021-03-31 02:48:16,Personal Training Session,TR-001,49
CHK-000408,MBR-006275,BR-004,2021-03-31 06:31:21,2021-03-31 07:45:21,Cardio,,75
CHK-000409,MBR-003858,BR-017,2021-03-31 09:20:09,2021-03-31 10:35:09,Cardio,,72
CHK-000410,MBR-007285,BR-028,2021-03-31 12:53:40,2021-03-31 13:49:40,Strength Training,,54
CHK-000411,MBR-005358,BR-018,2021-03-31 14:44:20,2021-03-31 15:19:20,Group Class,,34
CHK-000412,MBR-014100,BR-035,2021-03-31 14:52:00,2021-03-31 16:05:00,Strength Training,,71
CHK-000413,MBR-002831,BR-025,2021-03-31 20:46:51,2021-03-31 21:40:51,Group Class,,52
CHK-000414,MBR-009955,BR-039,2021-03-31 22:34:28,2021-03-31 23:43:28,Group Class,,69
CHK-000415,MBR-011799,BR-033,2021-04-01 08:28:48,2021-04-01 09:29:48,Personal Training Session,TR-050,58
CHK-000416,MBR-011322,BR-011,2021-04-01 09:23:48,2021-04-01 10:12:48,Strength Training,,48
CHK-000417,MBR-000419,BR-019,2021-04-01 09:56:57,2021-04-01 11:01:57,Strength Training,,62
CHK-000418,MBR-006609,BR-002,2021-04-01 11:06:29,2021-04-01 12:05:29,Personal Training Session,TR-050,54
CHK-000419,MBR-000697,BR-016,2021-04-01 11:41:15,2021-04-01 12:22:15,Strength Training,,41
CHK-000420,MBR-007120,BR-031,2021-04-01 12:19:41,2021-04-01 13:13:41,Strength Training,,53
CHK-000421,MBR-014377,BR-007,2021-04-01 15:06:25,,Cardio,,64
CHK-000422,MBR-014902,BR-038,2021-04-01 18:09:46,2021-04-01 19:48:46,Group Class,,97
CHK-000423,MBR-008829,BR-035,2021-04-01 18:39:55,2021-04-01 19:16:55,Personal Training Session,TR-043,34
CHK-000424,MBR-012486,BR-007,2021-04-01 19:07:12,,Group Class,,70
CHK-000425,MBR-005939,BR-037,2021-04-01 19:26:33,,Group Class,,106
CHK-000426,MBR-016426,BR-023,2021-04-01 19:53:50,2021-04-01 21:35:50,Cardio,,106
CHK-000427,MBR-004191,BR-038,2021-04-01 20:21:49,2021-04-01 21:10:49,Cardio,,52
CHK-000428,MBR-004191,BR-038,2021-04-01 20:24:49,2021-04-01 21:13:49,Cardio,,52
CHK-000429,MBR-007328,BR-008,2021-04-01 20:28:40,2021-04-01 22:08:40,Cardio,,99
CHK-000430,MBR-015930,BR-026,2021-04-01 21:11:15,2021-04-01 22:15:15,Cardio,,60
CHK-000431,MBR-014321,BR-029,2021-04-01 22:50:09,2021-04-01 23:57:09,Group Class,,63
CHK-000432,MBR-012722,BR-028,2021-04-02 00:13:55,2021-04-02 01:15:55,Cardio,,61
CHK-000433,MBR-002519,BR-014,2021-04-02 05:43:56,2021-04-02 06:26:56,Group Class,,41
CHK-000434,MBR-007423,BR-033,2021-04-02 05:52:13,2021-04-02 06:29:13,Strength Training,,39
CHK-000435,MBR-016786,BR-012,2021-04-02 08:13:47,2021-04-02 09:13:47,Cardio,,61
CHK-000436,MBR-004601,BR-035,2021-04-02 08:14:59,2021-04-02 09:20:59,Group Class,,63
CHK-000437,MBR-014902,BR-038,2021-04-02 09:48:07,2021-04-02 10:35:07,Cardio,,51
CHK-000438,MBR-005532,BR-034,2021-04-02 12:54:31,2021-04-02 14:38:31,Strength Training,,103
CHK-000439,MBR-006075,BR-005,2021-04-02 13:15:24,2021-04-02 14:05:24,Strength Training,,50
CHK-000440,MBR-010126,BR-034,2021-04-02 19:01:07,2021-04-02 20:15:07,Strength Training,,75
CHK-000441,MBR-015768,BR-037,2021-04-02 19:42:56,2021-04-02 20:28:56,Cardio,,45
CHK-000442,MBR-006975,BR-018,2021-04-02 20:41:02,,Strength Training,,73
CHK-000443,MBR-005315,BR-033,2021-04-02 21:45:34,2021-04-02 22:17:34,Strength Training,,34
CHK-000444,MBR-010704,BR-013,2021-04-02 22:09:38,2021-04-02 23:11:38,Group Class,,65
CHK-000445,MBR-016500,BR-038,2021-04-03 05:27:08,2021-04-03 06:40:08,Group Class,,77
CHK-000446,MBR-008680,BR-029,2021-04-03 12:49:43,2021-04-03 14:22:43,Group Class,,88
CHK-000447,MBR-006467,BR-004,2021-04-03 12:54:11,2021-04-03 14:11:11,Strength Training,,72
CHK-000448,MBR-016853,BR-031,2021-04-04 11:21:06,2021-04-04 12:23:06,Cardio,,65
CHK-000449,MBR-000151,BR-019,2021-04-04 11:34:27,2021-04-04 12:52:27,Cardio,,76
CHK-000450,MBR-006609,BR-002,2021-04-04 16:56:48,2021-04-04 17:56:48,Personal Training Session,TR-006,64
CHK-000451,MBR-017267,BR-033,2021-04-04 19:46:23,2021-04-04 20:27:23,Cardio,,41
CHK-000452,MBR-010535,BR-023,2021-04-05 01:43:50,,Strength Training,,70
CHK-000453,MBR-015631,BR-037,2021-04-05 06:17:04,2021-04-05 07:20:04,Personal Training Session,TR-011,65
CHK-000454,MBR-008701,BR-018,2021-04-05 07:21:21,2021-04-05 08:25:21,Personal Training Session,TR-029,59
CHK-000455,MBR-012916,BR-004,2021-04-05 07:23:49,2021-04-05 08:34:49,Cardio,,66
CHK-000456,MBR-007004,BR-039,2021-04-05 11:54:42,2021-04-05 12:52:42,Strength Training,,62
CHK-000457,MBR-011238,BR-028,2021-04-05 11:56:15,2021-04-05 13:35:15,Cardio,,100
CHK-000458,MBR-000948,BR-028,2021-04-05 15:51:09,2021-04-05 16:39:09,Cardio,,43
CHK-000459,MBR-015597,BR-008,2021-04-05 18:57:56,2021-04-05 19:46:56,Cardio,,52
CHK-000460,MBR-012265,BR-022,2021-04-05 19:27:20,2021-04-05 20:51:20,Cardio,,81
CHK-000461,MBR-014377,BR-007,2021-04-05 20:43:32,2021-04-05 21:25:32,Personal Training Session,TR-011,38
CHK-000462,MBR-015138,BR-034,2021-04-05 21:39:13,2021-04-05 23:02:13,Strength Training,,83
CHK-000463,MBR-012906,BR-007,2021-04-06 07:59:14,2021-04-06 08:33:14,Personal Training Session,TR-020,37
CHK-000464,MBR-016630,BR-019,2021-04-06 11:34:10,,Cardio,,65
CHK-000465,MBR-010991,BR-034,2021-04-06 14:02:01,2021-04-06 14:48:01,Strength Training,,49
CHK-000466,MBR-001438,BR-033,2021-04-06 14:49:24,2021-04-06 15:55:24,Group Class,,65
CHK-000467,MBR-005885,BR-018,2021-04-06 18:53:22,2021-04-06 19:34:22,Strength Training,,42
CHK-000468,MBR-010126,BR-012,2021-04-06 21:42:31,2021-04-06 23:10:31,Cardio,,84
CHK-000469,MBR-003883,BR-038,2021-04-06 22:46:02,2021-04-07 00:39:02,Strength Training,,112
CHK-000470,MBR-015138,BR-034,2021-04-06 23:33:04,2021-04-07 00:36:04,Strength Training,,60
CHK-000471,MBR-003752,BR-017,2021-04-07 08:36:32,2021-04-07 09:09:32,Strength Training,,33
CHK-000472,MBR-005197,BR-038,2021-04-07 08:48:54,2021-04-07 09:33:54,Strength Training,,40
CHK-000473,MBR-007004,BR-039,2021-04-07 09:51:34,2021-04-07 11:13:34,Group Class,,78
CHK-000474,MBR-013584,BR-019,2021-04-07 14:00:16,2021-04-07 15:10:16,Cardio,,70
CHK-000475,MBR-007497,BR-034,2021-04-07 15:04:29,2021-04-07 15:56:29,Cardio,,51
CHK-000476,MBR-015005,BR-028,2021-04-07 16:57:48,2021-04-07 17:44:48,Strength Training,,50
CHK-000477,MBR-016416,BR-016,2021-04-07 17:09:52,2021-04-07 18:36:52,Cardio,,90
CHK-000478,MBR-014501,BR-033,2021-04-07 19:00:35,2021-04-07 20:18:35,Strength Training,,73
CHK-000479,MBR-012906,BR-007,2021-04-07 19:31:23,2021-04-07 20:01:23,Group Class,,28
CHK-000480,MBR-001750,BR-039,2021-04-07 21:32:35,2021-04-07 22:11:35,Group Class,,40
CHK-000481,MBR-011382,BR-010,2021-04-07 21:37:30,2021-04-07 22:51:30,Cardio,,76
CHK-000482,MBR-003152,BR-031,2021-04-07 23:27:46,2021-04-08 00:19:46,Strength Training,,51
CHK-000483,MBR-013002,BR-004,2021-04-08 06:44:10,2021-04-08 07:44:10,Cardio,,61
CHK-000484,MBR-002247,BR-033,2021-04-08 08:24:28,2021-04-08 09:05:28,Strength Training,,39
CHK-000485,MBR-000440,BR-023,2021-04-08 10:58:06,2021-04-08 11:51:06,Group Class,,49
CHK-000486,MBR-000037,BR-037,2021-04-08 14:11:17,2021-04-08 16:02:17,Strength Training,,106
CHK-000487,MBR-008045,BR-005,2021-04-08 18:40:57,2021-04-08 20:11:57,Group Class,,95
CHK-000488,MBR-010205,BR-015,2021-04-08 20:45:21,2021-04-08 22:28:21,Cardio,,103
CHK-000489,MBR-011344,BR-038,2021-04-09 05:47:13,2021-04-09 07:12:13,Group Class,,89
CHK-000490,MBR-015982,BR-010,2021-04-09 06:50:46,2021-04-09 08:13:46,Group Class,,82
CHK-000491,MBR-001207,BR-013,2021-04-09 07:23:46,2021-04-09 07:44:46,Strength Training,,24
CHK-000492,MBR-005768,BR-001,2021-04-09 13:30:52,2021-04-09 15:06:52,Group Class,,98
CHK-000493,MBR-010627,BR-018,2021-04-09 13:46:18,2021-04-09 14:45:18,Strength Training,,60
CHK-000494,MBR-012329,BR-024,2021-04-09 14:19:11,2021-04-09 15:07:11,Group Class,,50
CHK-000495,MBR-010866,BR-031,2021-04-09 19:05:24,2021-04-09 20:02:24,Personal Training Session,TR-035,52
CHK-000496,MBR-005326,BR-028,2021-04-09 20:27:10,2021-04-09 21:16:10,Cardio,,53
CHK-000497,MBR-013917,BR-019,2021-04-10 11:57:22,,Strength Training,,56
CHK-000498,MBR-002778,BR-018,2021-04-10 16:08:06,2021-04-10 17:36:06,Group Class,,87
CHK-000499,MBR-014521,BR-017,2021-04-10 17:03:42,2021-04-10 17:34:42,Cardio,,34
CHK-000500,MBR-013535,BR-008,2021-04-10 17:35:45,2021-04-10 19:13:45,Cardio,,99
CHK-000501,MBR-011137,BR-034,2021-04-11 21:26:39,2021-04-11 22:55:39,Group Class,,93
CHK-000502,MBR-000021,BR-036,2021-04-12 07:52:25,,Strength Training,,27
CHK-000503,MBR-008045,BR-005,2021-04-12 10:57:07,2021-04-12 11:38:07,Strength Training,,45
CHK-000504,MBR-009472,BR-019,2021-04-12 11:38:22,2021-04-12 12:45:22,Personal Training Session,TR-018,69
CHK-000505,MBR-007530,BR-012,2021-04-12 12:48:33,2021-04-12 13:34:33,Strength Training,,42
CHK-000506,MBR-010893,BR-018,2021-04-12 13:23:27,2021-04-12 14:27:27,Group Class,,67
CHK-000507,MBR-007962,BR-038,2021-04-12 16:26:55,,Cardio,,39
CHK-000508,MBR-008876,BR-038,2021-04-12 17:46:02,2021-04-12 19:48:02,Strength Training,,119
CHK-000509,MBR-009006,BR-039,2021-04-12 18:28:46,2021-04-12 19:35:46,Group Class,,66
CHK-000510,MBR-009549,BR-038,2021-04-12 18:54:25,2021-04-12 20:11:25,Cardio,,72
CHK-000511,MBR-003739,BR-028,2021-04-12 19:02:41,2021-04-12 20:10:41,Strength Training,,68
CHK-000512,MBR-005562,BR-013,2021-04-12 19:54:40,2021-04-12 20:45:40,Strength Training,,53
CHK-000513,MBR-008198,BR-013,2021-04-12 21:42:01,2021-04-12 22:31:01,Group Class,,51
CHK-000514,MBR-013515,BR-017,2021-04-12 22:32:50,2021-04-13 00:02:50,Cardio,,93
CHK-000515,MBR-009712,BR-037,2021-04-12 23:04:07,2021-04-13 00:21:07,Group Class,,76
CHK-000516,MBR-008208,BR-002,2021-04-12 23:10:10,2021-04-12 23:57:10,Group Class,,51
CHK-000517,MBR-009919,BR-010,2021-04-12 23:16:37,2021-04-13 00:19:37,Cardio,,65
CHK-000518,MBR-010818,BR-017,2021-04-12 23:21:24,2021-04-13 00:48:24,Group Class,,82
CHK-000519,MBR-004149,BR-003,2021-04-13 07:26:24,2021-04-13 08:02:24,Group Class,,38
CHK-000520,MBR-008944,BR-033,2021-04-13 08:17:28,2021-04-13 08:45:28,Cardio,,31
CHK-000521,MBR-011489,BR-038,2021-04-13 10:11:05,2021-04-13 11:19:05,Personal Training Session,TR-043,72
CHK-000522,MBR-008521,BR-034,2021-04-13 10:45:14,2021-04-13 11:33:14,Strength Training,,50
CHK-000523,MBR-006681,BR-040,2021-04-13 13:22:33,2021-04-13 14:13:33,Cardio,,52
CHK-000524,MBR-004637,BR-010,2021-04-13 16:53:11,2021-04-13 17:32:11,Group Class,,39
CHK-000525,MBR-016143,BR-017,2021-04-13 19:07:03,2021-04-13 20:17:03,Strength Training,,70
CHK-000526,MBR-005151,BR-016,2021-04-13 19:44:44,2021-04-13 20:58:44,Strength Training,,69
CHK-000527,MBR-012053,BR-026,2021-04-13 19:57:44,2021-04-13 20:43:44,Group Class,,48
